,Energy,Torsion 0,Torsion 1,Torsion 2,Torsion 3,Torsion 4,Torsion 5,Torsion 6,Torsion 7
93,36.302901662553865,97.73446034972343,115.66390854127927,119.8970596267518,191.56273045845342,254.87808391491484,212.62256548038076,185.6171197112205,19.53898600485712
95,36.303018424685305,97.40776712084498,113.11344720482867,124.74027949304298,190.06822491562107,253.62410822045405,212.96119805208588,185.43698769680424,19.748738183525152
24,36.30318019962778,101.15525492556823,116.30106625355921,106.26391076505934,187.91190768136133,254.58714452181604,211.8101899500071,186.33749800608584,20.02727815905257
198,36.30325801523009,98.44577765856604,113.18053011703336,112.25430699513376,188.8874325488934,254.26915445401863,212.14512438412208,184.023044155635,20.28333498636132
66,36.30335937416858,99.56700730340025,116.17681259485093,112.6534575004309,189.53414415495286,253.0010294222586,212.78684192409492,184.94761922574114,20.70543076026617
140,36.30336453496165,98.22789084410289,114.69133292503753,103.88086643118197,188.9285780782073,253.94175170536238,214.40535185464563,184.01873872458026,20.248131688906284
170,36.30340163636798,96.91158791142038,114.76098851615419,103.54073930447929,188.05110202098862,254.4147242882166,213.05049964707817,183.9786699900233,20.03406721867034
106,36.30342843701377,96.84467330540828,115.66629791822311,111.07496494339698,187.1211404660909,253.5676799601814,214.44860807978097,183.82330865180796,20.28677140466362
77,36.30344194761141,101.02651884662292,115.3167264317726,76.78215710262128,190.38278813807565,253.72694778774138,212.4501911521407,185.20684132393092,19.860849227420328
109,36.30350138278457,99.35421914268117,112.32600571084642,109.16126524507561,188.28846198125322,253.6582836810381,213.80974478109607,184.5661048706157,20.496535122170627
185,36.30351708126366,102.42794077013536,116.55209856556267,64.86324751281035,189.08142133235407,253.83835019286755,213.3271028943681,185.39361047002373,20.3432505185987
46,36.303531242961135,98.52977190627045,115.4297573522932,98.63705342537743,188.72570102259115,253.02644716923248,214.77133577757928,184.4149343969488,20.533482428899486
105,36.30358883226505,101.19965634111956,114.31539344662787,67.99609452035804,191.11697328035544,253.6624398880387,211.84339691409542,184.95750220369553,19.89945714952555
28,36.303607614239226,100.78105753645907,114.7581889775852,105.80893662869194,190.46119308767825,252.96053150147495,213.10696842871758,183.70382016606052,20.55913641470285
54,36.30360815755179,96.00463877896341,113.99751231107433,109.15097512012558,188.92792570490872,254.55591972665522,211.9507419678812,183.56944638909178,20.612898106391903
110,36.30365030366657,99.04898131704626,115.44438357601922,62.754233226499316,191.331630485027,253.83244408787172,214.68457332743893,184.82316132562113,20.446545698000765
108,36.30367594814578,99.47436919191998,114.96764944873533,112.94471510799393,191.78106141676793,252.62807530916078,213.85408769107323,184.0558168408658,20.84615878033314
133,36.30368553920923,99.47359270838257,112.98695625764978,113.51405054494708,190.2850589029157,253.90339442394944,212.72914607209705,184.06634776481098,20.993521467849803
119,36.30371175853827,99.26169822575415,114.45953351221769,80.35341089610534,191.01496754881993,253.73865046974845,214.18400012210697,186.5578964166652,20.0039808373966
80,36.303717591914165,98.926335996482,114.17898519718091,115.09011389607979,192.43248155760588,251.9214895175035,214.43074855534283,185.03465024215214,20.444655658245974
82,36.303751636094084,101.67406075701709,114.48829448129764,70.95269252691911,190.43200550375724,253.78197254713155,212.241296424832,184.31260985754753,20.35884556721529
39,36.30378511633122,99.81480360415627,113.82899177377679,113.55018327676582,187.8408292326865,252.87404334384206,213.65619075106795,183.52679735074065,21.173288512656715
89,36.30379412636538,99.22519083453741,113.02438967317677,107.12360036179847,189.38980110022567,254.42019106633276,210.98731126827246,184.68788993552812,20.64592088382594
37,36.30382359424196,101.20605634725,113.79218859563773,110.06162445882946,192.77971878051383,254.17405218352576,212.52576025082692,185.68392034510475,20.544355427614118
47,36.303855466496806,99.30031935356584,116.92544235113773,107.90692208398791,187.9644541775522,255.20542898810612,212.16352426493333,184.84450305421822,20.887133690723513
85,36.303870023489985,99.2072354252012,116.29835383716441,119.85102217548834,187.55423707626196,254.72877374518936,214.51118409777223,185.5716770719905,20.721589341872598
159,36.30391256486227,99.31815408577683,113.20858237206774,114.64067720922299,188.76783663464667,251.70709721613298,213.1438856397206,184.08540427041285,20.171053389705342
155,36.303922146084226,98.16797082436901,115.4280935823992,91.24224397207874,187.91015257920094,253.3917943884968,213.62049321163522,183.66752557333376,20.08586731877903
35,36.30394200258664,100.10326414723787,115.64988942323572,125.76479757422973,189.8056125464537,255.44647457128414,211.8957518370457,183.65746401618802,20.910177619286053
3,36.30396532357941,99.37881618057888,114.309100899796,67.75433919692871,191.00409920272284,254.9161104435035,213.29313932927897,185.36664452370903,20.715903630258243
151,36.303979471126574,99.67784505478663,117.60981648481933,89.26115371458914,189.76646294950388,254.30390771351335,212.47856134542081,185.04563528701541,19.718593789882647
153,36.30398862475475,101.67938055957595,114.4532264777666,70.28658780125835,190.17618081819512,255.387905416819,210.5916694453295,184.45949363606871,19.98865112636978
145,36.30398905653476,100.32226664968576,116.03195605668277,67.51599744904095,188.2976033026043,254.44134339804714,212.60146905711778,186.27046223194918,20.701460937858265
45,36.30406298818575,101.27117341897329,112.67241126671249,96.90473696330146,190.33173949309474,254.113166613812,212.19431917612914,185.9589895373996,20.35835662092464
176,36.30406738060257,100.35723242207713,116.63837505960393,120.34804763396973,191.35876259559822,254.78653588518202,214.85223753821444,184.53708917660802,20.348074150060175
184,36.30407780420219,101.0077419950327,114.53984330130521,125.2872712044452,185.93140406013674,255.52778924849628,212.640466391926,184.01675697333766,20.28971981991208
7,36.30408283930835,99.04381804249208,116.6313502724899,114.39281074269067,186.62306556333246,255.5063696009092,212.53758561506754,183.58105500186406,20.796450128989633
183,36.30410460665482,100.7367753523333,115.37143611598087,108.24145862352688,193.67016598452477,253.24682145695502,214.9769531655425,184.2489094668478,20.089612669544017
60,36.30412341395815,98.1854857708287,115.26574854715273,88.4169634312946,190.2688438358923,254.52708933990255,213.66237468636916,183.67581734416163,20.39617831850769
186,36.30413913153193,101.41935229562482,114.977773551154,99.47520700898916,191.32930958490047,254.55488664021658,213.55238316217046,183.5018270156865,20.48910777827333
174,36.304140413408945,102.03353840215983,114.869528593441,103.32105062787073,191.32026704044827,255.12995106474506,211.70279639125062,183.47551633309584,20.408108270925826
181,36.3041412892578,97.74497979937945,115.7357025322458,83.7289677973111,187.7020980935776,254.91021381185024,213.5563817856633,184.15271549516217,19.91335624004809
191,36.30416912948818,98.61187680534582,115.19913854239005,93.78720495726562,191.58140300567422,253.25382700800012,215.97715157050783,185.5270763536376,20.178429321540797
18,36.304177481615305,100.74281087050319,115.25246242451298,102.09254739706722,189.4795319300093,255.14896791376898,213.68171308779583,183.30657143953528,20.611870475652267
40,36.30417830838795,98.12254112711324,114.37796427336772,126.8335006610862,188.29527148898245,254.48149614897687,211.094766986181,183.5908520219243,21.084243418858367
50,36.30418772407852,99.76745227072114,116.87415107485658,99.71157528467118,188.512550712492,253.7602635742427,212.8091080642874,183.68212549008962,19.64088463181326
156,36.30419514778567,104.404292169106,116.2045967562494,61.732717023249506,190.27042981339181,255.06842352259392,211.68455978302248,185.05407868133312,20.547047276515947
100,36.30422112737878,97.79002542179285,114.17219825294751,119.92503555771216,186.26691593141382,252.2891346396271,215.49768819992877,185.17368272275112,21.0079225426599
163,36.30425180555615,101.8217162388442,114.34999890005881,65.67871801682296,191.3525947255319,252.7162139841581,214.56165803830197,185.16309674922877,20.87875651095225
143,36.30426108222435,101.49901235690575,114.51784534075499,116.92893275333346,188.1690217682343,253.20392611870503,212.77113173943903,183.0015911595776,21.520933650266482
158,36.304267526372,100.89763505818217,114.688171187702,83.41714849777537,190.09437419737677,252.09411212532748,214.08384903201423,185.35070429415788,20.591391386719017
52,36.304273648140146,98.21945428483568,113.81599486956127,77.83598294243333,188.2316387214315,253.58005228284372,213.75163104538737,185.4828457387703,20.923423985615187
96,36.30427454713657,98.71959020696404,112.98032072093326,68.33951320880716,193.2684782398699,253.57048775504694,214.28417301386048,184.6916111932538,19.968097564741125
13,36.304278750132056,98.58145886431227,115.15488451547925,85.85774794393889,187.61552011377628,255.8231473047024,212.69594132186418,184.66412828326054,19.52332745985744
