,Energy,Torsion 0,Torsion 1,Torsion 2,Torsion 3,Torsion 4,Torsion 5,Torsion 6,Torsion 7
123,36.30410022201006,101.35698649873682,115.04382770764558,70.51901698150654,190.31991867547933,251.21273341556795,213.60041150152063,185.6009980086475,19.528627756211993
16,36.30411223842425,104.42296121164603,117.90615211858334,116.14890123701285,190.19393631036664,254.647125599298,213.39965525835018,187.35274417696544,19.681298668740826
70,36.3043395501694,101.84670163821394,111.39775629181774,55.584366450632785,188.0342376545008,252.0819708186006,213.41301311619998,186.33196071724942,19.7238340659473
150,36.304491643899524,99.34749464470903,114.77767798946122,135.1305081656962,190.75041081852314,253.53238297897585,214.89405235601362,184.4609571077382,20.628369358396203
55,36.30468605247651,95.83601997503541,117.24222381090394,73.47984049375663,191.72394582205362,253.25039574351422,214.22819607377505,185.65276849058046,20.606044941097775
98,36.30482165055417,99.27101484209076,116.48244584033313,46.897028160888354,193.80282704543876,253.7196045623593,215.04825563873,185.69917363324373,20.31046578959927
126,36.304830675234975,101.84142155505805,113.38882479480307,89.20073342399425,189.91106991156843,255.2332406893896,210.61442283911396,183.5048090983428,20.26744534537543
178,36.305020904241815,100.96969039281235,113.40019692490301,33.349708720948925,189.0844043658354,254.08102396694002,213.6237571006619,186.02866695255284,20.786534558804146
79,36.305054911643836,101.74846669454853,115.54506466968975,81.89772353721911,187.0531705870185,254.13639738799364,212.00589616730474,182.55634651390778,20.480672991930476
164,36.30508117859114,94.56357620361281,115.07989051407706,103.91764030393647,192.02642197883523,252.55986363350615,214.66946828829097,185.03562205283654,21.325342150776258
95,36.305267584466094,105.81250239087791,112.95202216707627,122.6339955247697,190.39924052418087,251.8397382396214,213.2708488551832,185.57146201134864,20.696058957090045
157,36.30532138429454,96.89589740911282,119.3768285745646,120.52478553597378,191.52620197618782,255.81123865574403,210.7086809973228,184.59204515808221,20.05571262757423
121,36.305361085350576,103.18593596547035,111.73887232724525,100.58434499846051,189.5328692438001,254.6792826745305,211.14566212626536,183.72769164926046,21.124316652150725
92,36.30556227758824,100.5470399705037,113.72432913043188,103.2456811389417,187.2508868421865,256.97205932146323,211.19069987915591,182.57690627681785,20.934712902425762
0,36.30564864961523,102.16499935049202,117.27081744824842,132.81758772515155,193.7535338594072,253.94874728132436,212.14323723483255,183.9969964105792,20.67779143814029
169,36.3056929097065,98.46435073558004,114.82723708220658,76.51855281881055,195.27946201770885,253.48712356461215,212.07145808074947,183.76810126595683,20.781090612937493
36,36.305757244664996,102.25695234644577,119.44973476182015,107.75353652835773,189.95610768542798,253.70804338223553,213.64640881899788,183.18212342131736,19.879369619683022
38,36.30580473587007,99.62631644545692,114.02678671705176,67.75786687785597,196.78966402666114,255.7820206556734,211.15846560393572,185.5922700507065,20.14244627558082
171,36.30588212198612,95.86228133073352,115.26479447735083,104.80390124217885,189.87873825496467,253.0333955212782,212.984785161257,182.94017176223448,19.03734068223892
63,36.30595486944484,100.62002985448163,115.61766994927171,101.42205316505326,193.31687151417208,252.7117201203517,217.39293162343242,183.33696224135775,20.926414077449472
122,36.30597730795113,94.77552720724347,115.30783170120854,105.31691379468239,190.54389767177167,252.6222724700674,211.24208773831185,184.70110441282043,21.537046861966758
27,36.30599995570228,97.87477696597662,117.8207012149575,129.54463478326517,188.52090647094474,256.231888136862,209.298247038672,184.41059142067516,21.222726052540754
87,36.30619665820073,106.92434211358587,113.70730989581894,105.65898611977305,191.3712933849935,255.83243875680097,211.90040987697935,182.85468924203138,21.469865794256904
