,Energy,Torsion 0,Torsion 1,Torsion 2,Torsion 3,Torsion 4,Torsion 5,Torsion 6,Torsion 7
2,36.318745451199106,90.0,120.0,300.0,180.0,270.0,270.0,180.0,270.0
142,36.32773282009577,120.0,120.0,60.0,210.0,270.0,270.0,180.0,270.0
33,36.32774459945065,120.0,120.0,330.0,180.0,270.0,270.0,180.0,270.0
29,36.331538183782186,120.0,120.0,30.0,210.0,270.0,270.0,180.0,270.0
114,36.33181637279384,90.0,120.0,270.0,240.0,270.0,270.0,180.0,270.0
10,36.33295931609195,120.0,120.0,330.0,210.0,270.0,270.0,180.0,270.0
111,36.333246951579596,90.0,120.0,90.0,240.0,270.0,270.0,180.0,270.0
37,36.33324695158134,90.0,120.0,90.0,240.0,270.0,270.0,180.0,270.0
60,36.33389195378995,120.0,120.0,210.0,210.0,270.0,270.0,180.0,270.0
14,36.33483203156124,90.0,120.0,60.0,270.0,270.0,270.0,180.0,270.0
9,36.33575367569718,90.0,120.0,120.0,270.0,270.0,270.0,180.0,270.0
121,36.33783761926141,120.0,120.0,300.0,60.0,270.0,270.0,180.0,270.0
127,36.338621979081644,120.0,120.0,150.0,60.0,270.0,270.0,180.0,270.0
119,36.33929553882032,60.0,120.0,300.0,180.0,270.0,270.0,180.0,270.0
56,36.34331518592245,120.0,120.0,150.0,240.0,270.0,270.0,180.0,270.0
64,36.34331518592302,120.0,120.0,150.0,240.0,270.0,270.0,180.0,270.0
25,36.34517009318584,120.0,120.0,330.0,240.0,270.0,270.0,180.0,270.0
107,36.34583498071726,120.0,120.0,150.0,270.0,270.0,270.0,180.0,270.0
62,36.35513858002167,150.0,120.0,300.0,180.0,270.0,270.0,180.0,270.0
125,36.35569257518697,150.0,120.0,270.0,210.0,270.0,270.0,180.0,270.0
79,36.35569257518889,150.0,120.0,270.0,210.0,270.0,270.0,180.0,270.0
159,36.35605019871732,120.0,120.0,0.0,270.0,270.0,270.0,180.0,270.0
32,36.356768294028186,60.0,120.0,300.0,240.0,270.0,270.0,180.0,270.0
73,36.35709349191077,150.0,120.0,60.0,210.0,270.0,270.0,180.0,270.0
191,36.35710542669072,150.0,120.0,330.0,180.0,270.0,270.0,180.0,270.0
184,36.35920562871543,0.0,120.0,270.0,210.0,270.0,270.0,180.0,270.0
146,36.362320140253935,150.0,120.0,330.0,210.0,270.0,270.0,180.0,270.0
26,36.363761630643125,150.0,120.0,60.0,60.0,270.0,270.0,180.0,270.0
136,36.36518456531787,240.0,120.0,90.0,180.0,270.0,270.0,180.0,270.0
48,36.365511983371476,150.0,120.0,180.0,210.0,270.0,270.0,180.0,270.0
