,Energy,Torsion 0,Torsion 1,Torsion 2,Torsion 3,Torsion 4,Torsion 5,Torsion 6,Torsion 7
149,36.319307701276614,90.0,120.0,30.0,180.0,270.0,270.0,180.0,270.0
125,36.321697722274905,120.0,120.0,270.0,180.0,270.0,270.0,180.0,270.0
189,36.32169772651755,120.0,120.0,270.0,180.0,270.0,270.0,180.0,270.0
89,36.33080519098646,90.0,120.0,300.0,60.0,270.0,270.0,180.0,270.0
94,36.336282683448886,90.0,120.0,150.0,240.0,270.0,270.0,180.0,270.0
179,36.34372703615401,120.0,120.0,180.0,60.0,270.0,270.0,180.0,270.0
185,36.34805646676648,270.0,120.0,180.0,60.0,30.0,180.0,180.0,270.0
187,36.350165847626364,30.0,120.0,90.0,180.0,270.0,270.0,180.0,270.0
93,36.350745404849036,30.0,120.0,240.0,180.0,270.0,270.0,180.0,270.0
81,36.35457153841314,0.0,120.0,270.0,180.0,270.0,270.0,180.0,270.0
31,36.35540662686319,150.0,120.0,150.0,180.0,270.0,270.0,180.0,270.0
4,36.36010640218768,150.0,120.0,150.0,210.0,270.0,270.0,180.0,270.0
48,36.36158561170684,30.0,120.0,60.0,60.0,270.0,270.0,180.0,270.0
142,36.364806169804275,240.0,120.0,60.0,180.0,270.0,270.0,180.0,270.0
45,36.365022532890336,30.0,120.0,300.0,60.0,270.0,270.0,180.0,270.0
30,36.36746401844696,30.0,120.0,90.0,240.0,270.0,270.0,180.0,270.0
98,36.367981123279264,240.0,120.0,300.0,180.0,270.0,270.0,180.0,270.0
159,36.368248900067,240.0,120.0,150.0,180.0,270.0,270.0,180.0,270.0
71,36.36828848947542,30.0,120.0,270.0,270.0,270.0,270.0,180.0,270.0
117,36.36881683553829,30.0,120.0,210.0,60.0,270.0,270.0,180.0,270.0
3,36.36939410115486,180.0,120.0,60.0,180.0,270.0,270.0,180.0,270.0
21,36.369648216527395,0.0,120.0,0.0,180.0,270.0,270.0,180.0,270.0
137,36.36964821842066,0.0,120.0,0.0,180.0,270.0,270.0,180.0,270.0
16,36.37050015017602,30.0,120.0,150.0,240.0,270.0,270.0,180.0,270.0
61,36.37069502061542,90.0,120.0,30.0,180.0,300.0,210.0,150.0,270.0
194,36.37091177017548,30.0,120.0,180.0,60.0,270.0,270.0,180.0,270.0
195,36.370993048657326,150.0,120.0,210.0,60.0,270.0,270.0,180.0,270.0
172,36.372611333509155,150.0,120.0,300.0,240.0,270.0,270.0,180.0,270.0
163,36.372676029177654,150.0,120.0,150.0,240.0,270.0,270.0,180.0,270.0
96,36.3728236788074,240.0,120.0,300.0,210.0,270.0,270.0,180.0,270.0
90,36.37315267583701,0.0,120.0,90.0,240.0,270.0,270.0,180.0,270.0
40,36.373652973117785,30.0,120.0,210.0,240.0,270.0,270.0,180.0,270.0
95,36.37717626280197,240.0,120.0,90.0,60.0,270.0,270.0,180.0,270.0
80,36.377449323787005,210.0,120.0,300.0,210.0,270.0,270.0,180.0,270.0
15,36.38046053382285,60.0,120.0,300.0,180.0,270.0,240.0,180.0,270.0
169,36.3814132541939,60.0,120.0,210.0,180.0,270.0,240.0,180.0,270.0
58,36.3824827333633,240.0,120.0,90.0,240.0,270.0,270.0,180.0,270.0
110,36.38266258156691,90.0,120.0,0.0,60.0,270.0,240.0,180.0,270.0
131,36.38284097038304,240.0,120.0,240.0,240.0,270.0,270.0,180.0,270.0
