,energy,torsion_0,torsion_1
15,-46.430513892779544,60.0,166.10113863526436
21,-46.43019452295002,63.28594467470028,166.20969991634453
4,-46.430072879498795,63.28591997127029,166.10113839956102
13,-46.42996353522264,63.75892527396919,166.10113839956102
3,-46.42987371316647,63.28591997127029,165.9243228884506
11,-46.429765492696816,63.75892527396919,165.92467856921834
28,-46.42115632036999,180.0,166.20969991634453
22,-46.41945380602428,210.0,166.10113863526436
7,-46.41310937741511,237.02518747611254,166.20969991634453
29,-46.41275880674377,237.02518747611254,165.9243228884506
9,-46.41223534566845,63.54645401971084,60.0
6,-46.40947383664192,90.0,166.10113839956102
12,-46.40827500289461,61.207463112636816,51.777721175426855
17,-46.407672595230764,63.54645401971084,51.777721175426855
26,-46.40273472257789,62.3082392424364,145.5119791346175
18,-46.40268486685247,63.28298605919653,145.5035356671411
10,-46.40268476680919,63.28591997127029,145.5035356671411
14,-46.40267735296024,63.54645401971084,145.5119791346175
27,-46.40267436497854,63.75892527396919,145.5232043687896
2,-46.40267412779011,63.75892527396919,145.5232043687896
16,-46.402621968323245,60.0,145.5035356671411
24,-46.399065143554,61.207463112636816,90.0
0,-46.39591538348148,300.0,145.5232043687896
20,-46.38929379873943,0.0,166.10113839956102
5,-46.38904845476608,0.0,165.9243228884506
19,-46.38594379683005,237.02483722522283,145.5035356671411
25,-46.3859432287517,237.02483722522283,145.5035356671411
23,-46.38469765881885,120.0,166.10113863526436
1,-46.36504885723295,61.207463112636816,300.0
8,-46.347961941249395,63.75892527396919,330.0
