,energy,torsion_0,torsion_1
21,-46.45606376963556,216.2856806720471,60.73114274691158
1,-46.45412335816624,216.36011103891863,49.05403307894653
9,-46.444774467937776,251.370714076693,52.43396158645042
12,-46.4415600300903,279.327005573404,51.20756164659246
13,-46.44148373769295,199.60695453981043,35.510216763013396
8,-46.440913665829356,262.2749961040088,46.078905291915724
28,-46.439353746340174,247.19764343791906,41.793926078285395
22,-46.439104970600596,246.42193564420577,41.37207865427116
14,-46.43859286551137,248.85783700956762,41.24619261415085
4,-46.43856108885623,271.8985072408422,68.86400841945186
26,-46.4383545173134,288.009518146087,49.646396656077314
24,-46.43825503544761,288.6549198572126,49.9357245637987
17,-46.433765549424464,241.6711172393401,35.52199231040051
11,-46.42402283973334,258.20045139722714,29.35633590348698
27,-46.42269815777959,243.86320632434845,197.90766829944926
0,-46.41874262613024,207.30283764573426,93.30742064381928
25,-46.41808760964622,297.0531975517292,83.00182656634733
3,-46.4154043253063,267.188850605672,-57.82915523006895
5,-46.41530543554879,202.93568423423676,96.33002510255854
16,-46.40281978208006,269.5645556964484,95.95410616633237
15,-46.39638132095567,256.46167971969396,151.25708470962564
2,-46.39459222308048,263.16016450072254,101.24018922945166
29,-46.393448616930726,213.32881929894427,107.22008947960153
6,-46.39237160278881,245.76477680390306,-14.638588366481756
23,-46.38974035783562,225.57491374516277,-8.333879245806386
18,-46.38376665468783,229.95831699073486,110.90921224570798
19,-46.38350933210515,206.14515376046958,131.8159148383579
10,-46.37968330889399,265.99826289657705,133.66521891752757
7,-46.37788324065875,271.50290200259354,125.32075529703917
20,-46.377585643062815,269.37487470955546,121.28628489502246
