,energy,torsion_0,torsion_1
9,-46.43169968019802,207.2642142665235,29.11116096463085
7,-46.43148518517714,207.2642142665235,28.978901098555024
8,-46.43095068068615,199.5525331483071,28.978901098555024
4,-46.430950640773204,199.5525331483071,28.978901098555024
13,-46.43095056705087,199.5525331483071,28.978901098555024
24,-46.427859620390535,61.0686120525227,163.92428782297148
28,-46.42785961263999,61.06859227729698,163.92428768895059
6,-46.42785961166899,61.0686120525227,163.92428782297148
19,-46.42785961108078,61.06861204251076,163.92428781255853
10,-46.427859608693865,61.0685968811219,163.9242746860849
0,-46.42785956487356,61.06870122099111,163.9242489514947
14,-46.42785955489026,61.0685968811219,163.9242746860849
29,-46.42785954493607,61.06870122099111,163.9242489514947
12,-46.42785953705382,61.06859227729698,163.92428768895059
27,-46.42785952764237,61.06870122099111,163.92428768895059
3,-46.427859515087704,61.0685968811219,163.9242746860849
25,-46.42785951150486,61.0686120525227,163.92428782297148
18,-46.42785940197277,61.06861204251076,163.92428781255853
16,-46.417701350937335,207.2642142665235,163.9242746860849
23,-46.417701256696404,207.2642142665235,163.92428768895059
20,-46.41035354760433,240.0,163.92428781255853
2,-46.386192397775716,0.0,163.92428782297148
22,-46.37879700982657,61.0685968811219,29.11116096463085
11,-46.37858361984283,61.06861204251076,28.978901098555024
26,-46.378583282316555,61.0686120525227,28.97860123596525
17,-46.37858325447874,61.0686120525227,28.978601300878488
1,-46.37858313720798,61.06870122099111,28.97860123596525
21,-46.369987410620325,30.0,29.11116096463085
5,-46.34435974613294,120.0,29.11116096463085
15,-46.34209771002881,61.0686120525227,0.0
