,energy,torsion_0,torsion_1
11,-46.4578381594184,197.35911249267977,68.57813244669536
19,-46.4578379488195,197.35911249267977,68.57813244669536
10,-46.4578378737007,197.35911249267977,68.57813244669536
28,-46.45387231730959,180.0,68.68589223018839
0,-46.45274883430167,178.21569209889674,68.68589223018839
29,-46.442450777076004,59.880462993001515,184.2955651491349
26,-46.44244992671062,59.88045125748527,184.2844803857474
24,-46.441966145718624,61.9806046141075,184.30612359070432
13,-46.441965821029584,61.9806046141075,184.29844538436436
14,-46.44187724698307,62.28476969719017,184.30612359070432
8,-46.441876820160104,62.28476969719017,184.29844538436436
23,-46.44183427853616,62.42408299990282,184.29844538436436
12,-46.43951979858693,60.17541505862388,176.0974039336087
18,-46.439519432215235,60.17541505862388,176.0974039336087
22,-46.436965318979816,270.0,184.30765801747006
9,-46.436962430502405,270.0,184.2844803857474
1,-46.43356466765485,178.21569209889674,184.29844538436436
7,-46.43356235001349,178.21569209889674,184.2844803857474
15,-46.43282982825386,210.0,184.2955651491349
2,-46.43219482274745,178.21569209889674,180.0
4,-46.426764572102655,240.0,184.29844538436436
27,-46.42198085168516,61.9806046141075,210.0
21,-46.40902574292201,150.0,184.30612359070432
3,-46.40886801835134,61.9806046141075,150.0
17,-46.405362145141936,330.0,68.68589223018839
6,-46.386678983154724,0.0,68.57813244669536
5,-46.363942725085025,60.07712904022169,270.0
25,-46.36389580206847,60.17541505862388,270.0
16,-46.36389579240014,60.17541505862388,270.0
20,-46.35715345677275,330.0,330.0
