,energy,torsion_0,torsion_1
16,-46.4267326933452,200.2826219318759,26.40678910313671
19,-46.42423381463672,206.90079948262138,24.560086441215002
9,-46.42413282017739,207.38597320222593,24.496259605790932
20,-46.42399874671432,205.75557787084665,24.436689898941623
4,-46.42356760937034,197.5799936986606,24.90269468749837
14,-46.42306252503104,208.80041205039026,23.851122306738507
28,-46.423036075673934,208.9526885735719,23.837388005899456
0,-46.422925864785924,212.24614808056967,23.877500423856553
10,-46.42290426802495,203.37766066589404,23.88193792676254
3,-46.42281887140959,211.04085666211762,23.757998475038598
22,-46.42247262667266,217.39705981363443,23.96632245676958
15,-46.42226453288353,208.27023413941768,23.35863423231491
7,-46.42211270639788,202.1625607845047,23.49831880685138
17,-46.421808566310375,207.80175510784034,23.079341123288994
25,-46.421438974323706,201.74748912602703,23.132596497842112
11,-46.421353169767684,198.20805081327748,23.510805323987462
21,-46.42103245534403,204.81245424065526,22.67953040352786
1,-46.420990551766266,195.2831341039676,23.82241648593831
6,-46.420950441548456,197.86331847192247,23.328275749202614
18,-46.420639657759665,196.90243143198836,23.30767238985932
29,-46.42063937667362,205.43340223692798,22.41525587409748
24,-46.42002182479095,216.13444320333673,22.297139513678715
5,-46.41990172532607,199.19746370237027,22.512116731601786
13,-46.41907604010024,209.16928983170328,21.398047463229158
23,-46.41868445353683,193.9307930053522,22.78585577696864
2,-46.41864850422283,191.53040756010023,23.393414147499865
27,-46.41861829500945,205.5883262794585,21.176242876755413
8,-46.41848658864714,202.21113971155597,21.319881724911696
26,-46.418267030292355,194.43122189615718,22.426088865601372
12,-46.415537479114306,191.06342952339244,21.738498011660845
