,energy,torsion_0,torsion_1
17,-46.45984771254277,207.1271584518678,58.279015142567
0,-46.453742108065484,177.5575302125647,58.35748215452029
14,-46.4537421074202,177.5575302059742,58.35726505656634
19,-46.45374196018983,177.557529086437,58.3573657606218
28,-46.44256543296595,59.377489423558494,184.88288030213783
27,-46.44256519062699,59.377489423558494,184.88288030213783
25,-46.4425640136341,59.38681520272074,184.88288030213783
5,-46.4425600745146,59.377489423558494,184.7437137183264
7,-46.44255920026737,59.38263349789126,184.7437137183264
1,-46.44245879505107,60.0,184.88288030213783
2,-46.433891994521815,207.1271584518678,184.7437143538871
4,-46.433891583214546,207.1271584518678,184.7437143538871
21,-46.43330237431164,177.55746978589974,184.7437137183264
11,-46.43330172393408,177.55746978589974,184.7437137183264
23,-46.428128329370594,30.0,184.88288030213783
8,-46.41880713398112,150.0,58.279015142567
26,-46.41615724498436,330.0,184.7437143538871
18,-46.4129123760641,59.377489423558494,60.0
15,-46.41238334529649,59.377489423558494,58.35748215452029
22,-46.41238208816932,59.38681520272074,58.3573657606218
29,-46.408775315541874,59.38681520272074,150.0
10,-46.408773997929956,59.377489423558494,150.0
9,-46.39952445972122,177.557529086437,150.0
13,-46.38786974567947,30.0,150.0
20,-46.37521260361419,177.5575302059742,0.0
16,-46.372762256411846,177.5575302059742,240.0
12,-46.36547122839838,59.377489423558494,300.0
24,-46.348563506330464,59.377489423558494,330.0
3,-46.348562695784864,59.38681520272074,330.0
6,-46.34238060196773,59.377489423558494,0.0
