,energy,torsion_0,torsion_1
11,-46.45612324891121,193.07785818659082,48.385366488763296
13,-46.4560361444388,193.07803501715424,48.285725092032095
3,-46.45603462754727,193.07566889663192,48.285725092032095
7,-46.455843197577934,193.07803497248045,48.067861876023514
24,-46.45584316242977,193.07785801839833,48.06786210927443
18,-46.45584300814224,193.07785801839833,48.06786210927443
4,-46.45584282560847,193.0780271210488,48.067861876023514
26,-46.455842728087845,193.07785801839833,48.06786210927443
28,-46.45584268288209,193.07785818659082,48.06786157594031
14,-46.45584255984167,193.07803497029047,48.067086481243386
16,-46.455842548467814,193.07803497029047,48.067086481243386
19,-46.45584248152758,193.07785818659082,48.067086481243386
20,-46.455842448452444,193.07803497029047,48.067086481243386
27,-46.455842051075166,193.07803497248045,48.06708616445605
2,-46.45584195624329,193.07566889663192,48.067086481243386
29,-46.455841924319174,193.07803497248045,48.06708616439417
25,-46.455841466607154,193.07803497248045,48.06708616439417
1,-46.449017381463904,180.0,48.06708616445605
5,-46.44814387030905,178.5695046028861,48.385366488763296
10,-46.44814382072198,178.5695046028861,48.385366488763296
23,-46.44804365516441,178.5695046028861,48.28631635225978
21,-46.44782021632861,178.5695046028861,48.067086481243386
0,-46.44160611897169,270.0,48.385366488763296
8,-46.405671481468886,270.0,330.0
22,-46.40521764640411,60.0,48.067086481243386
17,-46.39553199960423,30.0,48.06786157594031
15,-46.39406973863609,270.0,0.0
9,-46.385338879096906,178.5695046028861,300.0
12,-46.37609308332955,193.07566889663192,240.0
6,-46.37525186200779,193.07566889663192,270.0
