,energy,torsion_0,torsion_1
22,-46.46130549952582,195.10373032247512,58.35737991256905
13,-46.461305333730394,195.103546933029,58.35737991256905
12,-46.4612840151307,195.103546933029,58.1312264412166
0,-46.46128395239961,195.103546933029,58.1312264412166
19,-46.46128392981754,195.1037302740398,58.130421580725745
25,-46.46128377693978,195.1037302740398,58.13042124957756
7,-46.46128370306727,195.10373032247512,58.13042124957756
11,-46.461283654485015,195.1037302740398,58.1312264412166
15,-46.45499949375673,179.17897322461803,58.35737991256905
16,-46.45499389853197,179.17897322461803,58.33467576398138
2,-46.454993697619926,179.17897322461803,58.33467576398138
26,-46.45407594551588,177.55756510009886,60.0
23,-46.453742204052645,177.55756510009886,58.35737991256905
21,-46.4537421688282,177.55756510009886,58.35737991256905
20,-46.44672732099852,240.0,60.0
24,-46.43999969301231,60.23366759128849,176.9171580493621
27,-46.43999380708087,60.23393292530131,176.90688535513632
5,-46.43999380454832,60.23393292530131,176.90688535513632
3,-46.43999372034094,60.23393292530131,176.90688535513632
14,-46.43963760140295,62.165753811395675,176.93129841422558
17,-46.43345818728224,195.103546933029,176.9171580493621
6,-46.43345810882161,195.103546933029,176.9171580493621
8,-46.43345115002714,195.103546933029,176.90688535513632
29,-46.431260626480906,180.0,176.93849596963918
9,-46.43015636180198,177.55756510009886,176.93849596963918
18,-46.430156357095285,177.55756510009886,176.93849596963918
28,-46.41257658422572,330.0,176.90688535513632
4,-46.40886162675994,62.16550247383582,150.0
1,-46.407647875693186,330.0,58.1312264412166
10,-46.38045077070038,60.23366759128849,30.0
