,energy,torsion_0,torsion_1
928,-46.45423841884016,185,50
929,-46.3050459196314,120,350
930,-46.335282019103005,355,325
931,-46.39103282830607,195,140
932,-46.379016986929656,260,115
933,-46.32848777027297,120,20
934,-46.34448324570084,65,5
935,-46.34109435646738,0,110
936,-46.378053355271305,110,90
937,-46.39372635590294,270,350
938,-46.39344759373304,130,180
939,-46.355953256647155,125,115
940,-46.38402125706645,170,15
941,-46.38589417232012,135,165
942,-46.41347361879079,300,305
943,-46.39188191241706,95,80
944,-46.353775170093144,85,240
945,-46.37508346868506,135,155
946,-46.413284149996144,300,295
947,-46.36406447461334,125,105
948,-46.378566961255984,40,100
949,-46.36412936530641,35,120
950,-46.38433755729827,295,110
951,-46.35340776574711,150,290
952,-46.44793391327531,205,40
953,-46.35511376087308,120,135
954,-46.43075792560873,265,175
955,-46.38265058279197,130,90
956,-46.360190289270946,140,135
957,-46.39517633755898,225,295
958,-46.32164725237632,120,275
959,-46.37455049737625,125,95
960,-46.34979162739748,0,140
961,-46.40740877799638,55,50
962,-46.408333591558375,300,285
963,-46.393266079608026,275,350
964,-46.36000947959829,115,140
965,-46.39432383071588,80,90
966,-46.42135749789631,25,180
967,-46.381981249414224,345,220
968,-46.35580311493098,320,350
969,-46.37897155951569,140,100
970,-46.37358239997289,140,35
971,-46.36235134659418,340,145
972,-46.35925713725854,155,290
973,-46.40094887982073,80,55
974,-46.38934286476618,105,65
975,-46.33819180312733,345,330
976,-46.38403568754754,70,35
977,-46.38797745258731,345,215
978,-46.42878810005968,55,165
979,-46.408408982882946,310,215
980,-46.348252036321725,20,310
981,-46.4397352734853,285,190
982,-46.38915375521074,220,345
983,-46.35904713398472,355,295
984,-46.414050038160525,320,205
985,-46.37527587914511,335,230
986,-46.330692315733444,340,0
987,-46.39297777612924,220,0
988,-46.34503102467127,15,125
989,-46.38706657070756,200,285
990,-46.39568980616852,140,195
991,-46.40222846730839,310,285
992,-46.410723180247686,35,215
993,-46.390330557193835,60,135
994,-46.36508438037728,60,280
995,-46.41448209223509,330,180
996,-46.36632656419468,345,235
997,-46.4010225281838,30,65
998,-46.38136158207581,135,205
999,-46.391451009828046,70,40
1000,-46.355937231491595,345,100
1001,-46.342147875638574,0,20
1002,-46.395751794105905,255,100
1003,-46.40991159897956,55,75
1004,-46.40537885069628,140,60
1005,-46.37967802675982,325,270
1006,-46.374198577588544,325,260
1007,-46.386528969950604,280,260
1008,-46.37429953231512,210,240
1009,-46.40361362418574,335,205
1010,-46.41199962138418,50,60
1011,-46.4585459904263,205,65
1012,-46.39318613409242,270,355
1013,-46.315502797268294,0,350
1014,-46.37666435153764,255,245
1015,-46.415106386633255,240,205
1016,-46.37150309740312,130,100
1017,-46.37179783629196,310,120
1018,-46.33323595491581,25,330
1019,-46.423843690125665,260,170
1020,-46.39453715623242,335,45
1021,-46.39009371190585,215,355
1022,-46.32812250228122,30,355
1023,-46.35394164926069,160,270
1024,-46.401141963080335,285,275
1025,-46.38791278588471,210,345
1026,-46.379061091981185,275,120
1027,-46.389519642282124,345,165
1028,-46.40101941456837,155,95
1029,-46.389086032523124,150,210
1030,-46.44731929032409,210,40
1031,-46.39448457371813,295,335
1032,-46.398303543922424,335,210
1033,-46.3479896461067,155,5
1034,-46.34864512194147,145,310
1035,-46.34533750499534,340,15
1036,-46.412471654895086,160,200
1037,-46.37127080364152,200,260
1038,-46.3582518024331,75,295
1039,-46.43466305201113,40,195
1040,-46.365999968966406,40,280
1041,-46.42232988392564,240,175
1042,-46.36446232741346,25,100
1043,-46.43627042503945,295,195
1044,-46.39162458068674,245,150
1045,-46.427215157868346,65,205
1046,-46.36478619122059,320,115
1047,-46.37709016040057,85,130
1048,-46.39658791951982,315,90
1049,-46.43407798602223,305,180
1050,-46.4304780916037,300,70
1051,-46.33660546997626,90,255
1052,-46.371187979335815,15,235
1053,-46.365105893302854,0,235
1054,-46.331272639920115,35,345
1055,-46.37994369095307,20,230
1056,-46.34780568575033,80,270
1057,-46.4039978391489,330,50
1058,-46.43024638026847,45,170
1059,-46.36997023486586,315,130
1060,-46.375060733204094,85,115
1061,-46.41019734170757,50,55
1062,-46.37340878700289,90,110
1063,-46.453829188139906,200,45
1064,-46.33469631669632,145,265
1065,-46.40123420459187,285,225
1066,-46.38054014461008,15,80
1067,-46.34565979384266,5,135
1068,-46.366383929880016,170,275
1069,-46.4082265925592,170,160
1070,-46.356811319089644,45,315
1071,-46.38022123340417,30,145
1072,-46.338916870493705,105,25
1073,-46.31448143875869,120,10
1074,-46.41748359839826,300,35
1075,-46.423749232265635,70,205
1076,-46.397185169194046,285,100
1077,-46.4253351928472,180,170
1078,-46.33956549339021,75,335
1079,-46.39462269476169,220,295
1080,-46.426388504453854,250,195
1081,-46.33858886073787,70,0
1082,-46.374458952218475,5,40
1083,-46.33631089154389,100,310
1084,-46.335435594932704,130,295
1085,-46.392440216725646,10,165
1086,-46.42845456663858,315,185
1087,-46.35205314348755,105,225
1088,-46.382383245259376,275,255
1089,-46.38907773971951,260,145
1090,-46.33821399797179,0,115
1091,-46.40171688484716,155,165
1092,-46.39124113606417,240,285
1093,-46.313774545041525,130,340
1094,-46.378057866606554,270,120
1095,-46.3858139805715,310,235
1096,-46.337936647644284,100,300
1097,-46.38991737299429,355,60
1098,-46.36104062182082,65,265
1099,-46.38059028737288,265,260
1100,-46.443208818607076,275,55
1101,-46.39063616726739,50,95
1102,-46.357867980066345,355,95
1103,-46.39806524760101,10,210
1104,-46.366547032161094,15,240
1105,-46.388708704286984,290,260
1106,-46.38848879317803,180,10
1107,-46.365192146292,55,20
1108,-46.375071529484416,350,225
1109,-46.3880420406181,115,65
1110,-46.368170713612386,25,30
1111,-46.39341951588315,245,0
1112,-46.326976660706606,10,330
1113,-46.442375680227,270,50
1114,-46.391326483924814,240,355
1115,-46.38824463788373,230,225
1116,-46.381298611792175,355,45
1117,-46.41837383837273,195,210
1118,-46.33071827576336,35,350
1119,-46.35454023999981,0,300
1120,-46.3566023623201,0,145
1121,-46.422958146224204,165,180
1122,-46.37517532167246,330,270
1123,-46.36636900087208,35,110
1124,-46.32625825140579,25,340
1125,-46.393851722364644,220,330
1126,-46.44733945184444,210,75
1127,-46.41573631866336,205,210
1128,-46.40862819250614,285,325
1129,-46.41963920858703,150,60
1130,-46.377119336568484,235,135
1131,-46.395580046269316,250,100
1132,-46.32892769145005,345,340
1133,-46.368440282375246,185,260
1134,-46.35688293032669,165,265
1135,-46.4165688995553,295,300
1136,-46.36403571695578,60,265
1137,-46.37550383314411,100,145
1138,-46.34921953355499,45,325
1139,-46.38562000651635,260,270
1140,-46.334145457820824,140,325
1141,-46.411093855617054,305,85
1142,-46.41719575539693,285,295
1143,-46.38203078659322,310,255
1144,-46.41656299907052,215,20
1145,-46.37031956163767,220,250
1146,-46.41336094791987,275,320
1147,-46.36537727520292,320,130
1148,-46.36161889915135,130,35
1149,-46.44368831734667,270,55
1150,-46.40100024449217,295,20
1151,-46.430761771256215,300,200
1152,-46.317915958279485,135,340
1153,-46.451925353482494,190,75
1154,-46.38147780617905,250,270
1155,-46.36625908315213,125,40
1156,-46.38855906914634,115,70
1157,-46.384589941370365,320,230
1158,-46.38864373077311,120,75
1159,-46.373229731703276,165,300
1160,-46.38740990568979,180,120
1161,-46.41402300799987,300,300
1162,-46.393161225781995,205,325
1163,-46.38070145886408,260,240
1164,-46.396840083203784,260,5
1165,-46.35099547393153,60,10
1166,-46.39995631371451,300,95
1167,-46.3994506995476,170,105
1168,-46.32092549293364,105,260
1169,-46.396376974594574,215,300
1170,-46.37835044735735,315,330
1171,-46.44485709957175,235,45
1172,-46.42943127126043,310,195
1173,-46.372510789231086,330,265
1174,-46.35218242732188,60,325
1175,-46.42203914517708,170,200
1176,-46.378756480935834,260,135
1177,-46.34927379334479,325,0
1178,-46.38997816540822,295,10
1179,-46.33986841344401,145,325
1180,-46.39042108362466,285,350
1181,-46.329670899242416,30,340
1182,-46.35666358862355,160,275
1183,-46.45467013001698,215,65
1184,-46.38271713565328,310,240
1185,-46.4225163517693,220,200
1186,-46.44419488373589,240,65
1187,-46.39553175795069,95,205
1188,-46.42086317699628,295,210
1189,-46.37694059317491,245,240
1190,-46.3801651946155,290,120
1191,-46.434889354842454,185,35
1192,-46.35019751073858,85,300
1193,-46.410843063624014,260,160
1194,-46.37090858847543,225,255
1195,-46.32257292502575,125,325
1196,-46.32532485528171,125,240
1197,-46.41597000836745,35,165
1198,-46.38826579354176,0,65
1199,-46.39304936364263,235,0
1200,-46.384470049351165,220,140
1201,-46.450094299726885,175,55
1202,-46.38166059812326,190,340
1203,-46.35985306719496,350,270
1204,-46.414999466412866,265,310
1205,-46.392998182574814,230,0
1206,-46.37370184284018,175,330
1207,-46.33188086189713,125,310
1208,-46.40803072716963,90,200
1209,-46.40027838153745,35,50
1210,-46.36109764860393,0,240
1211,-46.33815346890057,95,20
1212,-46.37693220051975,260,255
1213,-46.43997070238666,240,70
1214,-46.390010397678765,190,295
1215,-46.41267106898127,65,65
1216,-46.381081877796674,175,315
1217,-46.40487449663382,140,75
1218,-46.40230948112182,220,10
1219,-46.407883048878915,290,220
1220,-46.33603718768691,35,335
1221,-46.38806926528835,75,40
1222,-46.39379828128156,220,105
1223,-46.40284119323323,95,165
1224,-46.4127760756368,260,305
1225,-46.42631369061539,245,180
1226,-46.4361416926769,185,185
1227,-46.376703879481084,180,280
1228,-46.40288950676765,170,215
1229,-46.351439425639825,355,25
1230,-46.38218833991451,285,130
1231,-46.33993475756367,45,0
1232,-46.35856700676058,70,310
1233,-46.434156150567304,75,185
1234,-46.330406619407114,120,310
1235,-46.38013829077167,345,40
1236,-46.41330251329825,295,290
1237,-46.40168354960659,220,155
1238,-46.32348000763008,100,330
1239,-46.366818355614924,100,135
1240,-46.33896696708919,65,355
1241,-46.38054340211417,330,305
1242,-46.37684549140269,340,35
1243,-46.42834378647021,215,195
1244,-46.30665446649144,125,350
1245,-46.37879047798489,65,30
1246,-46.42224363814071,35,170
1247,-46.39986259764302,105,175
1248,-46.33203730340003,110,295
1249,-46.41092818144293,55,55
1250,-46.40540463688578,150,45
1251,-46.37697425953306,335,285
1252,-46.383815686151166,195,350
1253,-46.375182125760006,45,125
1254,-46.32521956443642,135,330
1255,-46.37144210664607,120,45
1256,-46.35302848961052,70,15
1257,-46.387854155206384,325,285
1258,-46.372464779706746,110,150
1259,-46.40412484005864,75,80
1260,-46.36255991315946,20,250
1261,-46.38508179363393,295,245
1262,-46.38984998954285,260,230
1263,-46.399140849719885,65,90
1264,-46.37940203527873,265,245
1265,-46.394012301840945,65,40
1266,-46.391448704258636,215,290
1267,-46.37613263371051,155,115
1268,-46.3515477380744,0,305
1269,-46.385808292806615,285,110
1270,-46.394049367669055,255,150
1271,-46.42011193405668,165,175
1272,-46.37305224919268,330,315
1273,-46.43854109367075,220,35
1274,-46.399195813387706,295,330
1275,-46.37516740105892,235,265
1276,-46.36990804547051,350,35
1277,-46.380394981045214,160,115
1278,-46.436881447262664,190,185
1279,-46.38812419398599,210,350
1280,-46.437657243696066,265,70
1281,-46.43289687072675,50,170
1282,-46.37669689022883,160,120
1283,-46.39880832955791,325,215
1284,-46.33326123833368,75,350
1285,-46.43288016125942,75,190
1286,-46.45544624969207,180,65
1287,-46.38931517426349,325,290
1288,-46.424767548522624,80,195
1289,-46.42623477094398,280,80
1290,-46.36120460333345,335,320
1291,-46.36464392700722,155,230
1292,-46.376871727863175,175,235
1293,-46.36385044457458,160,235
1294,-46.35291379937402,125,130
1295,-46.38595483895742,180,230
1296,-46.357247021978,0,95
1297,-46.32905234386206,140,250
1298,-46.40369507028831,35,220
1299,-46.334722275888254,95,320
1300,-46.384033959102595,280,255
1301,-46.38731614406689,300,105
1302,-46.45868766252491,210,55
1303,-46.3756048145834,10,40
1304,-46.421752360242664,85,175
1305,-46.41346404644085,160,90
1306,-46.393060326841265,215,330
1307,-46.432059650208686,195,175
1308,-46.405954630184254,295,280
1309,-46.37271434166857,50,25
1310,-46.39562261149828,60,40
1311,-46.36516490170126,25,250
1312,-46.36264663292789,315,350
1313,-46.382563439088614,45,135
1314,-46.42393865491559,50,210
1315,-46.397827671862814,215,315
1316,-46.40049558550058,70,145
1317,-46.381511586798155,145,155
1318,-46.408114279355715,255,320
1319,-46.383539081849136,330,290
1320,-46.34556526139866,50,5
1321,-46.37336829610237,310,115
1322,-46.408661633788284,260,295
1323,-46.433349350077805,280,40
1324,-46.41540299105597,190,160
1325,-46.36696378367222,45,280
1326,-46.42020429112844,230,200
1327,-46.367209449091405,50,280
1328,-46.42710180237563,50,165
1329,-46.390991943956664,235,355
1330,-46.438090832018275,290,65
1331,-46.3802416435731,90,140
1332,-46.36179236375372,160,10
1333,-46.37843227323091,130,205
1334,-46.415072072894844,315,75
1335,-46.377730933833874,310,135
1336,-46.34486856777281,155,255
1337,-46.41418476637867,230,90
1338,-46.371378373614135,175,240
1339,-46.397274769541326,275,100
1340,-46.37260646249743,125,155
1341,-46.38770678964701,110,75
1342,-46.33249729472945,110,305
1343,-46.45278598123852,210,45
1344,-46.3566631556898,20,25
1345,-46.374461178566634,240,130
1346,-46.401118755591284,315,295
1347,-46.38918529043136,355,65
1348,-46.39811991554981,265,150
1349,-46.39959771547828,250,290
1350,-46.40840435028005,90,165
1351,-46.38349926548389,110,160
1352,-46.37201943175356,310,125
1353,-46.40774981198567,40,60
1354,-46.36248614338601,115,215
1355,-46.43314690507057,205,180
1356,-46.42238601999796,25,195
1357,-46.39956562283916,315,155
1358,-46.31487924660408,130,5
1359,-46.355502075582336,85,25
1360,-46.43026897862339,50,205
1361,-46.39990161249952,275,225
1362,-46.33165543394003,35,355
1363,-46.34059983946159,10,120
1364,-46.396418681807944,270,5
1365,-46.3841491546427,285,250
1366,-46.38762336439308,130,85
1367,-46.43151480869281,285,75
1368,-46.374698095631146,100,45
1369,-46.41637297718981,275,25
1370,-46.36533163594717,30,255
1371,-46.39930182506262,305,25
1372,-46.395147386105094,200,110
1373,-46.357558190145056,125,35
1374,-46.37801323575067,35,240
1375,-46.46133128203152,195,60
1376,-46.414662024905084,235,205
1377,-46.43529107422776,295,50
1378,-46.44945623611645,205,75
1379,-46.34834387896436,20,20
1380,-46.383314657232205,10,75
1381,-46.42806881049407,315,190
1382,-46.33541853709906,355,15
1383,-46.40446517993084,35,65
1384,-46.380395123084526,0,45
1385,-46.40031174677583,205,220
1386,-46.346787017782816,80,320
1387,-46.4275263606028,280,205
1388,-46.38668309645399,65,35
1389,-46.386722912238014,355,70
1390,-46.437678107566995,195,85
1391,-46.38422543367827,165,115
1392,-46.406811054183464,180,155
1393,-46.38162479534563,0,220
1394,-46.44406706496639,255,60
1395,-46.40506877341679,235,160
1396,-46.444909215838464,185,80
1397,-46.35406441390373,115,220
1398,-46.321637913757996,115,275
1399,-46.4118442802222,65,60
1400,-46.3875504813968,290,0
1401,-46.4345346708333,190,195
1402,-46.38683451269728,355,215
1403,-46.41976966588484,170,170
1404,-46.384571340333565,285,245
1405,-46.380947558677434,305,340
1406,-46.39100750475407,125,75
1407,-46.38408369368361,90,95
1408,-46.401810382375714,235,215
1409,-46.329215215746245,135,325
1410,-46.41840286129664,165,90
1411,-46.34741553117246,330,340
1412,-46.36017020507384,80,25
1413,-46.3867673620114,30,230
1414,-46.36675073566667,160,310
1415,-46.43065962048726,215,190
1416,-46.42404560327017,200,205
1417,-46.39047270380112,200,0
1418,-46.42301991621653,75,165
1419,-46.415308827379505,60,215
1420,-46.38663175859236,180,135
1421,-46.37854976449918,320,100
1422,-46.344232048628186,65,335
1423,-46.45780968857636,195,50
1424,-46.358446170324015,160,240
1425,-46.38300918488076,175,10
1426,-46.40263727072053,35,70
1427,-46.39215826205705,110,195
1428,-46.41833935543232,220,90
1429,-46.405829362848266,40,155
1430,-46.39833203089026,165,155
1431,-46.41263871020507,60,70
1432,-46.43242783831843,260,75
1433,-46.39274250113712,175,145
1434,-46.38635460394235,335,220
1435,-46.33450188136672,345,10
1436,-46.398106706114135,90,65
1437,-46.44034654672842,235,40
1438,-46.34342494279716,145,320
1439,-46.3855043868285,115,165
1440,-46.32440442352245,115,280
1441,-46.41501135686579,25,205
1442,-46.34886422449816,335,125
1443,-46.37668172831806,120,205
1444,-46.43640331397543,170,80
1445,-46.362682129935735,30,275
1446,-46.361902323704754,70,250
1447,-46.35818052861194,0,285
1448,-46.408695183960646,280,20
1449,-46.41923118608483,75,205
1450,-46.401421021152004,295,275
1451,-46.39114932782789,350,65
1452,-46.39296489614415,315,225
1453,-46.43813557599745,190,85
1454,-46.36064866688636,350,300
1455,-46.397274851683136,245,290
1456,-46.42744128656838,195,170
1457,-46.36464489643757,355,235
1458,-46.371794949979204,210,260
1459,-46.40651286591802,175,215
1460,-46.4196288703109,285,160
1461,-46.38866239145912,185,315
1462,-46.38617596296214,295,255
1463,-46.42700009206456,80,175
1464,-46.341437647852246,10,125
1465,-46.393357527610846,20,160
1466,-46.40055292747988,85,210
1467,-46.3587601996301,30,120
1468,-46.39055544316565,305,100
1469,-46.429070649418605,250,185
1470,-46.398708077756766,175,220
1471,-46.33481018428975,30,5
1472,-46.382373969786755,140,40
1473,-46.37355921119919,40,130
1474,-46.33618214981814,115,25
1475,-46.3202116727924,350,355
1476,-46.370331643206185,195,250
1477,-46.375540326679555,240,120
1478,-46.350248614652315,330,10
1479,-46.3924745387217,45,90
1480,-46.34643269343562,145,315
1481,-46.320315775022294,105,330
1482,-46.38306218481878,305,245
1483,-46.41632119970532,90,190
1484,-46.394373666674284,0,170
1485,-46.423524368171144,310,70
1486,-46.40083736680006,20,165
1487,-46.396789533723876,295,270
1488,-46.38971130039252,115,170
1489,-46.37775602070016,80,120
1490,-46.40546792292909,280,330
1491,-46.42532708767041,190,205
1492,-46.38702993333405,45,235
1493,-46.41724645812249,270,25
1494,-46.38350651792982,195,345
1495,-46.37743428925015,220,235
1496,-46.42613180176576,235,190
1497,-46.363674652887624,145,135
1498,-46.37232632873068,175,0
1499,-46.39509821391417,235,220
1500,-46.36210280142572,55,310
1501,-46.3950295364252,95,70
1502,-46.38758338830584,315,230
1503,-46.37092167142541,335,235
1504,-46.38027937814414,320,235
1505,-46.43721311768965,225,35
1506,-46.387868930620215,350,50
1507,-46.42261179235871,170,90
1508,-46.394362538728984,235,335
1509,-46.37829240766254,220,125
1510,-46.42939542989902,220,185
1511,-46.37163906955479,40,250
1512,-46.33919913268389,40,335
1513,-46.346248076222054,5,105
1514,-46.40030033117105,270,150
1515,-46.423165039273584,245,175
1516,-46.35347057752821,10,100
1517,-46.44345995127665,230,70
1518,-46.379806894780046,340,85
1519,-46.34597105827547,120,30
1520,-46.361689570359346,320,340
1521,-46.38500185341249,0,50
1522,-46.38075087352061,110,205
1523,-46.384887439676874,55,105
1524,-46.36887939526392,185,250
1525,-46.45148807287816,215,45
1526,-46.403938251384005,295,325
1527,-46.35656498960785,325,10
1528,-46.41366192084243,280,290
1529,-46.42655993914863,245,80
1530,-46.390554903605135,65,135
1531,-46.44964403828865,175,70
1532,-46.408441951781555,265,325
1533,-46.38081925952693,50,30
1534,-46.37463664331867,160,125
1535,-46.3808828130403,125,50
1536,-46.417950424397105,90,185
1537,-46.37219473082669,325,245
1538,-46.41706807514154,320,65
1539,-46.33435545531964,340,340
1540,-46.38037574080343,350,160
1541,-46.42507332183649,270,205
1542,-46.36830942837585,170,330
1543,-46.413398839159385,180,160
1544,-46.379284905788865,185,280
1545,-46.40950134558321,65,55
1546,-46.40568462031976,230,160
1547,-46.362444535404535,30,285
1548,-46.34583490103225,155,335
1549,-46.41588428248966,270,300
1550,-46.364083808724246,145,120
1551,-46.42571935516631,310,200
1552,-46.358944229920525,20,275
1553,-46.37927453663215,315,255
1554,-46.390247547830796,145,95
1555,-46.367670695433816,335,240
1556,-46.31703749698491,120,330
1557,-46.42336544392103,210,90
1558,-46.3770280751871,305,5
1559,-46.385393351723025,290,110
1560,-46.37691393375164,175,5
1561,-46.3505617111671,35,15
1562,-46.40267961147535,310,310
1563,-46.37796616324263,20,85
1564,-46.35803297889905,40,310
1565,-46.4057820086276,150,175
1566,-46.42860430312217,250,190
1567,-46.39616295379588,135,185
1568,-46.323325465019735,135,260
1569,-46.32802622910279,140,260
1570,-46.39968710171402,305,150
1571,-46.39805587773267,25,60
1572,-46.33144622840868,90,330
1573,-46.45084172942208,230,55
1574,-46.377753435808955,50,115
1575,-46.37800697555238,330,150
1576,-46.327874199004185,140,255
1577,-46.39683729639941,25,55
1578,-46.45190650624667,175,60
1579,-46.37746661811971,145,105
1580,-46.3555422981444,120,115
1581,-46.40456355953009,320,40
1582,-46.3951965620395,85,85
1583,-46.37790627533721,140,155
1584,-46.391880935203716,135,195
1585,-46.40716487984716,30,215
1586,-46.38783506327573,290,350
1587,-46.3610156640145,155,15
1588,-46.41387511051792,310,80
1589,-46.329660778765316,90,10
1590,-46.37391646507794,330,235
1591,-46.376090566611,70,30
1592,-46.407854504320625,5,185
1593,-46.39842974909206,25,160
1594,-46.37211323662305,220,260
1595,-46.369151976144366,190,255
1596,-46.371477443545956,320,330
1597,-46.376029452410336,195,240
1598,-46.36382191180829,30,260
1599,-46.36578431843364,35,260
1600,-46.42223384829501,320,195
1601,-46.39527996736982,250,340
1602,-46.36691507143368,55,260
1603,-46.40453025459189,275,95
1604,-46.42639539616877,260,200
1605,-46.36482548221184,60,260
1606,-46.38159001862127,260,265
1607,-46.39701194079251,215,5
1608,-46.39619043747254,100,200
1609,-46.34835755203895,10,135
1610,-46.41452542043467,330,195
1611,-46.36454559146691,110,105
1612,-46.3577807214385,135,30
1613,-46.38064898938248,250,140
1614,-46.320733026945135,15,340
1615,-46.387567568865705,310,265
1616,-46.42801844024339,220,180
1617,-46.32496288702757,95,10
1618,-46.361196428969464,150,20
1619,-46.39502966552541,320,155
1620,-46.329849171645634,85,5
1621,-46.40346803295134,215,100
1622,-46.37263408396862,15,150
1623,-46.318150562601176,0,0
1624,-46.39803458828041,240,330
1625,-46.417913658954234,20,195
1626,-46.324523448837425,350,340
1627,-46.40184651521881,65,145
1628,-46.3468404186207,40,10
1629,-46.424191933370736,230,195
1630,-46.40219695173769,305,280
1631,-46.409690799385515,315,80
1632,-46.367929299605095,180,265
1633,-46.32777540237734,0,330
1634,-46.350122087416,145,300
1635,-46.36445205581239,330,140
1636,-46.39226268306081,165,150
1637,-46.36462668520298,350,150
1638,-46.430207738219764,225,30
1639,-46.432406059280396,260,190
1640,-46.341088390000635,350,130
1641,-46.38789034174923,190,230
1642,-46.37480992436494,230,265
1643,-46.355852630770386,340,140
1644,-46.42174916054134,285,210
1645,-46.43750086329399,295,60
1646,-46.387144507228044,325,90
1647,-46.38456127630266,70,230
1648,-46.38120239031534,215,120
1649,-46.37966721857063,155,220
1650,-46.367041656603334,55,285
1651,-46.35808942641333,320,345
1652,-46.33291990062068,95,250
1653,-46.36895601044202,310,0
1654,-46.415073126594876,280,25
1655,-46.377200995654476,320,240
1656,-46.422843691762154,275,30
1657,-46.406077382531436,285,280
1658,-46.430766278645734,305,55
1659,-46.34159775438198,10,315
1660,-46.347359432688535,15,110
1661,-46.41171129496459,250,210
1662,-46.3662010479475,345,280
1663,-46.36108685276113,40,20
1664,-46.357855137795724,55,15
1665,-46.39020133602227,295,340
1666,-46.40904096452701,150,185
1667,-46.325623447814706,100,265
1668,-46.40056582012201,45,45
1669,-46.36378935071602,65,300
1670,-46.40380128356176,260,330
1671,-46.41941612366483,255,205
1672,-46.389576570899436,285,355
1673,-46.35665679219997,345,25
1674,-46.34035249530163,110,230
1675,-46.35905768707991,165,270
1676,-46.37083239418402,105,100
1677,-46.390376721045726,220,355
1678,-46.40213133030724,225,215
1679,-46.43943623223723,45,190
1680,-46.42011349553749,265,165
1681,-46.37102329356409,230,250
1682,-46.40354470653372,260,95
1683,-46.32796720237522,20,5
1684,-46.38352382049871,145,210
1685,-46.37412194805077,250,255
1686,-46.416668605578906,270,310
1687,-46.418777027372215,20,185
1688,-46.38625766498674,80,100
1689,-46.37707189208956,170,295
1690,-46.37188654162415,145,110
1691,-46.38608464752937,195,285
1692,-46.32453041551727,120,240
1693,-46.35478825481496,340,320
1694,-46.44530742823744,250,55
1695,-46.34908249399015,345,320
1696,-46.39280951954467,255,280
1697,-46.43875533115826,55,175
1698,-46.3426245032625,330,0
1699,-46.438829177785266,180,40
1700,-46.382162338350525,115,55
1701,-46.389121931533936,5,60
1702,-46.388024814001454,190,120
1703,-46.41833390913777,325,195
1704,-46.34239426173181,85,270
1705,-46.36177275403182,340,250
1706,-46.41952808441553,305,40
1707,-46.369591892240265,125,210
1708,-46.40891454983043,55,220
1709,-46.415440311282595,275,295
1710,-46.370792420330616,165,315
1711,-46.38079492783132,80,130
1712,-46.42668116754098,200,170
1713,-46.3369927307547,120,25
1714,-46.35495798725091,140,25
1715,-46.34263026573157,85,255
1716,-46.37449690076406,30,95
1717,-46.37433408527667,135,210
1718,-46.32590848742049,125,280
1719,-46.39567366950044,340,210
1720,-46.34546624436237,90,295
1721,-46.35893609441675,0,30
1722,-46.40072531022358,295,225
1723,-46.39548675846126,15,215
1724,-46.33691750081479,25,10
1725,-46.31590476037783,10,350
1726,-46.35580059776632,135,130
1727,-46.31773756653226,15,350
1728,-46.39120701284841,210,290
1729,-46.402532324025486,240,215
1730,-46.33960154622477,20,320
1731,-46.33080972310589,15,10
1732,-46.39646423341404,205,305
1733,-46.3420951742402,25,320
1734,-46.331028210535436,350,10
1735,-46.433864818095714,45,200
1736,-46.40072133351211,230,315
1737,-46.338712241575905,340,335
1738,-46.351961223462894,35,315
1739,-46.383718237072145,145,100
1740,-46.44571929779735,225,70
1741,-46.36820373182704,310,355
1742,-46.366126280568636,55,275
1743,-46.42429231197846,155,75
1744,-46.32035517079774,95,5
1745,-46.385912168721546,115,60
1746,-46.406911641812684,170,100
1747,-46.337250975196554,45,345
1748,-46.42943393115527,190,30
1749,-46.40012194656859,30,55
1750,-46.41554230063761,295,295
1751,-46.330904456844536,125,235
1752,-46.336711136754076,70,355
1753,-46.35519335766472,20,105
1754,-46.358605350238946,130,140
1755,-46.396877564675634,295,145
1756,-46.40380254115232,280,150
1757,-46.370725359144075,335,270
1758,-46.40605056004287,300,220
1759,-46.36339176412892,320,125
1760,-46.399041397286254,30,70
1761,-46.34243980152317,90,245
1762,-46.366362360787065,35,25
1763,-46.32744779998447,110,240
1764,-46.38435842914484,310,260
1765,-46.386922026258134,205,345
1766,-46.324914396521905,135,10
1767,-46.41479534595115,185,160
1768,-46.390644488820755,65,100
1769,-46.410720684988775,265,215
1770,-46.37975552968848,85,105
1771,-46.34467818600271,340,125
1772,-46.38099388007251,145,35
1773,-46.380039530370794,90,100
1774,-46.44032567190507,290,185
1775,-46.42657842864011,220,195
1776,-46.427313465507126,310,60
1777,-46.32639703972879,20,335
1778,-46.40040570993372,260,335
1779,-46.34503326770917,350,135
1780,-46.395120178260214,170,220
1781,-46.379240550581784,300,115
1782,-46.42369480942031,270,30
1783,-46.363186143921126,105,110
1784,-46.39184445274489,50,140
1785,-46.38052525092289,270,115
1786,-46.3706565458842,220,255
1787,-46.39556042637915,270,275
1788,-46.397829103686746,340,65
1789,-46.38338245058989,255,270
1790,-46.427918068277364,310,175
1791,-46.33450277515092,130,20
1792,-46.309234454421556,115,5
1793,-46.38170123044486,80,225
1794,-46.38572259525884,280,110
1795,-46.38078850332269,210,275
1796,-46.321359133829645,105,255
1797,-46.40418761990307,305,90
1798,-46.40594685241737,345,195
1799,-46.33762943098364,0,125
1800,-46.42399406057794,55,210
1801,-46.364375786693785,340,310
1802,-46.35554492017181,130,135
1803,-46.44539555429398,190,40
1804,-46.38526712896103,180,125
1805,-46.39224080345926,325,35
