,energy,torsion_0,torsion_1
20,-46.436752868470165,62.82052673779226,172.89798799233742
2,-46.436661225635675,62.82055354251708,172.7828701458191
19,-46.43666122315764,62.82052673779226,172.7828701458191
12,-46.420303000229836,238.57229786377798,172.7828701458191
27,-46.420302982560514,238.57229786377798,172.7828701458191
0,-46.41240100808986,62.82052673779226,60.0
24,-46.411046195016894,61.21758278587883,151.54101457538175
13,-46.411011816637,60.0,151.54102276343593
4,-46.410975879037295,62.82052673779226,151.54101431475314
7,-46.41097587429809,62.82052673779226,151.54101431475314
28,-46.41097586630539,62.820526740249754,151.5410145816292
3,-46.41097584736545,62.82055354251708,151.54099341761585
15,-46.4109758306075,62.82052674203159,151.54101457538175
22,-46.41097581090244,62.82066270584851,151.54102276343593
10,-46.41097539663562,62.82066270584851,151.54102276343593
16,-46.40790472414042,61.21758278587883,79.23272473815557
26,-46.40789717941712,62.23911553848354,79.23272473815557
1,-46.4066367409184,90.0,201.19196214604688
11,-46.403930669622724,195.39830750284344,151.54101457538175
17,-46.402334015958985,180.0,151.54101457538175
6,-46.40054664362586,210.0,151.54099341761585
25,-46.39916806554632,62.82052674203159,90.0
9,-46.39334908554284,238.57229786377798,151.54102276343593
18,-46.39334152447785,240.0,151.54102276343593
21,-46.38257327948534,62.82052673779226,120.0
23,-46.380319139292084,330.0,151.54101431475314
29,-46.38031886411457,330.0,151.54102276343593
5,-46.37749804007089,0.0,79.23272473815557
14,-46.37679859129,62.82052674203159,240.0
8,-46.36457622413403,62.82066270584851,300.0
