,energy,torsion_0,torsion_1
2,-46.45655502869013,204.34731997629527,48.23245675413996
7,-46.446847503308874,177.10195919593767,48.40528939748646
5,-46.446847189471754,177.101961919865,48.40519224996362
24,-46.44667054591841,177.1018353513322,48.23245675413996
14,-46.440365974417915,59.75161623805213,177.46488278729933
27,-46.4403658962531,59.751709605775225,177.46478751837753
25,-46.440365881052315,59.751709605775225,177.46478751837753
1,-46.44036580849368,59.751709605775225,177.4649380136791
16,-46.44036495834288,59.76019268229162,177.4649380136791
6,-46.4403648729311,59.76019268229162,177.4649380136791
13,-46.440364837838246,59.76019268229162,177.4649380136791
20,-46.44036448271183,59.76095948514336,177.46488278729933
17,-46.44033420912686,60.0,177.46478751837753
18,-46.44029516048121,59.751709605775225,177.3344330167812
23,-46.44029474966126,59.756228815366406,177.3344330167812
29,-46.4402942843968,59.76019268229162,177.3344638935894
28,-46.44029421117588,59.76095948514336,177.3344638935894
22,-46.440294145546005,59.76095948514336,177.3344638935894
10,-46.43121098275523,300.0,48.405474875718234
9,-46.43026224186511,177.10195919593767,177.46478751837753
15,-46.430181029614204,177.101961919865,177.3344330167812
12,-46.42288826023585,59.756228815366406,210.0
4,-46.41296562972897,330.0,177.46478751837753
0,-46.4055918938175,59.76095948514336,48.40519224996362
19,-46.39933930136087,177.101961919865,150.0
8,-46.39582752748956,30.0,48.40519224996362
11,-46.38426683419837,177.10195919593767,300.0
26,-46.36539472228375,59.75161623805213,300.0
3,-46.364093196102516,59.756228815366406,270.0
21,-46.34232877061211,59.751709605775225,0.0
