,energy,torsion_0,torsion_1
11,-46.45413530127118,210.0,68.68588379258999
12,-46.45274895729463,178.21573288578566,68.68588379258999
26,-46.45274881078316,178.2156462413748,68.68577957481799
29,-46.45274872748607,178.2156462413748,68.68588379258999
9,-46.452748671069884,178.2156462413748,68.68577957481799
5,-46.44079167405974,59.26363174168406,192.52792076303598
13,-46.440732339760785,59.26363174168406,192.64562931529326
20,-46.44073233865382,59.26363217704612,192.64562931529326
15,-46.44065630742543,59.26363174168406,192.7938060651743
14,-46.44065630674842,59.26363217704612,192.79380672790185
2,-46.44065626111174,59.26363217704612,192.79380672790185
6,-46.44065618998425,59.26363174168406,192.7938060651603
7,-46.440656153278525,59.26363174159019,192.79380672790185
4,-46.43582856925772,270.0,180.0
25,-46.43473812757267,293.1778154920096,68.68588379258999
0,-46.429094440764146,293.1778154920096,41.03945451944242
21,-46.4290941703222,293.1778154920096,41.03945451944242
10,-46.426718154329336,295.9063050476157,166.22363635664198
8,-46.42671804770319,295.9063050476157,166.22363635664198
19,-46.426717622712175,295.9063050476157,166.22363635664198
27,-46.42544355450448,240.0,192.52792076303598
3,-46.41300552233858,59.26914047823628,68.68577957481799
16,-46.40876293020361,59.26914047823628,150.0
24,-46.40693422086454,150.0,192.7938060651603
22,-46.39717230618598,59.26363174159019,41.03945451944242
1,-46.38960878434298,120.0,192.64562931529326
17,-46.386618448001656,0.0,68.68588379258999
23,-46.3806733332722,59.26363174159019,30.0
18,-46.364316578437894,59.26363174159019,270.0
28,-46.342394971548885,59.26363217704612,0.0
