,energy,torsion_0,torsion_1
2,-46.459932612471306,206.79451180981943,57.49227045803568
25,-46.45122083753378,221.17659499203697,65.79710739023693
18,-46.447087863714245,222.95057887242268,69.62144253319855
29,-46.44146076240767,260.29096228536304,65.03744855852787
27,-46.44136402103939,262.0542581192882,65.12726297268206
13,-46.43924907737923,230.523240033666,73.54128119673335
7,-46.43606099782434,199.53680839243424,188.35257184246666
10,-46.432078385156984,294.1532059420914,170.67924071593248
20,-46.43180779681265,207.74837019630013,179.07748704060418
5,-46.428995308468785,225.2760832108295,82.27241076356712
8,-46.42136811630073,300.8249934394731,78.88426910173216
4,-46.411326332391724,304.89299416308455,84.87841251211367
0,-46.41093997986022,260.9640762758369,-61.91280161524173
16,-46.40413931126372,269.35793366900356,152.7305682952645
15,-46.40190357999356,224.14334135857044,156.13612345097707
12,-46.401175996454384,283.31990643303635,97.21327304289555
22,-46.3974994649673,249.98812525337223,153.493167881622
21,-46.39479956703431,233.14132065808852,101.55332166212264
6,-46.39440910781323,240.21229742356846,152.32896602534777
11,-46.391030461641236,314.2866472351168,148.80170940797052
28,-46.39084190079629,225.16523811680315,147.7025388184898
17,-46.38872947673988,259.36484281151587,144.91482381883296
1,-46.38495466587173,178.2500390934211,131.96496019669792
3,-46.38281743207878,248.14600021092215,142.42410576865063
19,-46.381603421029496,189.87414562093883,-7.658227632389284
23,-46.379693169734736,300.2831422021994,-9.629579588817975
14,-46.37912944993545,272.069564597894,118.20130968200898
24,-46.377960568260704,271.55450128690165,121.86185944870235
26,-46.37761100212228,226.36834870465216,234.8147408318055
9,-46.373862014035495,246.60918809173026,128.24609397942666
