,constrained_energy,relaxed_energy,torsion_0,torsion_1,relaxed_torsion_0,relaxed_torsion_1
493,-36.819612092395914,-37.428886172415844,90,230,150,210
494,-36.82212121609447,-37.43393613780316,70,20,90,90
495,-36.80693962245428,-37.43393361902815,200,50,150,30
496,-36.76327589979732,-37.81720741991046,30,140,30,180
497,-36.82621309639475,-37.43393444048817,60,100,90,90
498,-36.76084983860025,-37.42888068637595,200,200,150,210
499,-36.83062512557808,-37.384611969071955,330,260,300,270
500,-36.72630898462401,-37.377438271367964,270,130,300,60
501,-36.82010693990455,-37.42888508333789,130,230,150,210
502,-36.73050625057829,-37.377444231492774,310,140,300,60
503,-36.848219367671646,-37.37742444645144,260,60,300,60
504,-36.802922673581236,-37.23302801958317,140,140,150,150
505,-36.81135128897026,-37.42446820862233,150,240,120,240
506,-36.76027631083667,-37.817191208113286,30,150,30,180
507,-36.76738134612867,-37.43393576535615,200,130,90,90
508,-36.83912325199313,-37.43392850750925,170,50,150,30
509,-36.883395979115704,-37.4339340022816,130,70,90,90
510,-36.84038796009855,-37.380093577111666,330,240,300,240
511,-36.766392918454045,-37.37743389376334,300,10,300,30
512,-36.77101431408201,-37.377436746809764,330,20,300,30
513,-36.7897689031156,-37.43393588607134,100,350,150,30
514,-36.843183110851356,-37.38462350817713,320,220,300,210
515,-36.7889393813918,-37.38444560254203,330,200,300,210
516,-36.73742900697715,-37.38462447622325,310,310,300,270
517,-36.80010574226952,-37.8172085284817,110,150,30,180
518,-36.721793664565894,-37.43393260229658,220,350,150,30
519,-36.83897881535813,-37.43393758794954,180,80,150,30
520,-36.78894449096671,-37.817207803086006,130,320,210,360
521,-36.70016950712423,-37.81720223682228,240,340,210,360
522,-36.77092945332677,-37.433928352164656,240,100,150,30
523,-36.72822816159547,-37.377441476127416,330,140,300,60
524,-36.7400485333101,-37.81720702619137,10,140,30,180
525,-36.808796744598624,-37.38454809091749,330,210,300,210
526,-36.785298663391785,-37.384620066954284,350,220,300,210
527,-36.721955563732166,-37.43393501502581,240,0,150,30
528,-36.800001346692966,-37.38462064720761,250,260,300,270
529,-36.78906415389187,-37.38462460440985,260,280,300,270
530,-36.717428657824485,-37.433935586164694,230,140,90,90
531,-36.777378833870046,-37.38461791691532,320,190,300,210
532,-36.735177584529765,-37.81720419477574,10,150,30,180
533,-36.82766531537911,-37.433924481591816,170,40,150,30
534,-36.813841675966444,-37.43383242352701,40,90,90,90
535,-36.76847548267145,-37.75874050537698,190,150,210,180
536,-36.79154175717011,-37.38462575976348,350,230,300,210
537,-36.79469203252316,-37.37744275568954,310,20,300,30
538,-36.80459500010346,-37.433935614973194,30,90,90,90
539,-36.743754586241295,-37.42888804423592,220,190,90,270
540,-36.81148977462314,-37.42884273219846,130,210,150,210
541,-36.71330231188412,-37.384506924581785,280,150,330,210
542,-36.76466141619326,-37.42888621678361,10,240,90,270
543,-36.8043713824849,-37.42889064890733,70,170,90,270
544,-36.807376831546804,-37.433903203215465,190,40,150,30
545,-36.75925011833644,-37.3846221540378,290,180,300,210
546,-36.76292752108748,-37.38010656771101,250,200,300,240
547,-36.72701034512883,-37.433911001824356,340,140,90,90
548,-36.894710409516875,-37.37515349764735,300,60,300,60
549,-36.76176945429978,-37.43391199342594,240,20,150,30
550,-36.83502385498363,-37.43393509569995,110,20,150,30
551,-36.79494153953314,-37.43393478840676,20,50,150,30
552,-36.85726364341946,-37.43392135516848,160,90,150,30
553,-36.793991181781536,-37.428890955805855,50,190,150,210
554,-36.76881530863929,-37.37744199753416,250,20,300,60
555,-36.76361545942035,-37.42888528584504,240,210,90,270
556,-36.761683356879985,-37.4244423714255,200,310,120,240
557,-36.84968721619674,-37.37743520816991,320,90,300,60
558,-36.73749342726907,-37.38462387500573,290,170,300,210
559,-36.78150017533687,-37.75872627947163,170,160,210,180
560,-36.88419741276354,-37.43393409258408,110,60,90,90
561,-36.79436437814752,-37.817204666197824,60,140,30,180
562,-36.79043830623044,-37.37744199443517,330,110,300,60
563,-36.70488446533574,-37.43393543321778,350,0,90,90
564,-36.793206543274636,-37.81720725811144,170,140,30,180
565,-36.797779711607035,-37.384623214877394,330,280,300,270
566,-36.78258874214646,-37.433936692369855,190,20,150,30
567,-36.85786859145102,-37.37732333554587,310,90,300,60
568,-36.79270213784642,-37.43393318500833,30,40,90,90
569,-36.75262974693561,-37.4288868338422,220,210,90,270
570,-36.77674093046352,-37.433890018421096,70,340,150,30
571,-36.76191237831645,-37.42889026541624,10,270,150,210
572,-36.813463897323885,-37.4338320231476,70,120,90,90
573,-36.801775315695465,-37.42888936533052,180,290,90,270
574,-36.70149649598835,-37.38462710145947,280,330,300,270
575,-36.802232368788594,-37.43393467920396,30,50,150,30
576,-36.80232884716739,-37.428279887905944,10,60,120,60
577,-36.703748730249316,-37.38021085892001,260,150,300,240
578,-36.80654276175056,-37.42888647942095,120,190,150,210
579,-36.798646020110255,-37.43393088877073,240,40,150,30
580,-36.83723679661719,-37.37511784580042,330,90,300,60
581,-36.775913718378945,-37.42888348182208,0,250,150,210
582,-36.74603650201513,-37.37744369596493,300,130,300,60
583,-36.75115852136287,-37.37743816131598,260,10,300,60
584,-36.76844150325539,-37.4288811097712,0,270,90,270
585,-36.76782100402147,-37.38454379021354,300,300,300,270
586,-36.81111094205062,-37.433784691315395,60,20,90,90
587,-36.75028563671083,-37.384626412043445,330,300,300,270
588,-36.76384515372345,-37.37744266512135,260,110,300,60
589,-36.70720992535831,-37.81720630366428,230,340,210,360
590,-36.76585661329261,-37.428766609159084,190,170,150,210
591,-36.79938963799958,-37.43392907629769,170,20,150,30
592,-36.81664865097602,-37.42871317164827,100,280,120,270
593,-36.827570546188525,-37.42852896548973,130,260,90,270
594,-36.703605813605776,-37.38445546297629,300,330,300,270
595,-36.70812511438453,-37.37744227510217,340,0,300,30
596,-36.71463732144883,-37.37744219801476,290,350,300,30
597,-36.75710531442755,-37.37744376484224,350,120,300,30
598,-36.7633552829121,-37.42888265879981,220,280,90,270
599,-36.84866686414739,-37.38462304333791,270,250,300,270
600,-36.85821055542357,-37.43393060438075,110,100,90,90
601,-36.78094645354312,-37.42816667932448,120,340,120,60
602,-36.84167022816442,-37.4339182930662,60,80,90,90
603,-36.741955330541515,-37.384618070831834,340,300,300,210
604,-36.70705824839021,-37.38462397469186,250,160,300,270
605,-36.765613823478475,-37.428880561266936,230,230,90,270
606,-36.80347413748328,-37.428869790777725,170,300,90,270
607,-36.876151493390665,-37.43393465849135,100,80,90,90
608,-36.742004008405644,-37.81720610312948,200,340,210,360
609,-36.71965602952301,-37.4288848274542,240,310,90,270
610,-36.76251496850341,-37.42885569996048,30,170,150,210
611,-36.79132655582836,-37.43393149751725,180,20,150,30
612,-36.8251116610208,-37.38448384800762,270,270,300,270
613,-36.86308820435508,-37.43392722400202,90,40,90,90
614,-36.739764531208436,-37.384602077946,300,170,300,210
615,-36.702918396646254,-37.758729465058366,250,150,210,180
616,-36.7947578544659,-37.42888757207106,110,310,90,270
617,-36.73732687711322,-37.38460258877046,250,300,300,270
618,-36.87828458873267,-37.43393544240905,110,50,150,30
619,-36.74796707476071,-37.43393679280257,220,120,150,30
620,-36.81214808331586,-37.428672853595884,90,280,90,270
621,-36.749522737603996,-37.42889136373017,10,190,150,210
622,-36.74698007368562,-37.8172077084308,20,150,30,180
623,-36.78508908934219,-37.428831968340205,160,180,150,210
624,-36.71887323688847,-37.81719740239049,220,330,210,360
625,-36.81688962416362,-37.43393403241302,190,50,150,30
626,-36.75692027361123,-37.43393660569467,0,120,150,30
627,-36.84677895836788,-37.433937427434046,70,40,90,90
628,-36.793218369052,-37.42439959013268,170,310,120,240
629,-36.71716795242605,-37.384612672144584,250,170,300,270
630,-36.740180443821316,-37.42888651583411,230,190,90,270
631,-36.79914068651584,-37.43393771917542,60,130,150,30
632,-36.78451053090342,-37.817191595146596,50,150,30,180
633,-36.85873812580866,-37.433855728235386,150,50,150,30
634,-36.78413432775349,-37.42883140596541,160,170,150,210
635,-36.77335039979434,-37.43393684929134,210,110,150,30
636,-36.86998005233946,-37.384624829845535,310,230,300,210
637,-36.84478233469241,-37.42838291909254,140,110,120,60
638,-36.763447392763396,-37.428886006011254,200,230,90,270
639,-36.72972456076482,-37.81720985032348,220,140,30,180
640,-36.79805452287292,-37.42886582102031,90,300,90,270
641,-36.77763813382154,-37.42888508538255,200,290,90,270
642,-36.82269572650097,-37.4339351648037,90,120,90,90
643,-36.805486101512,-37.8172082585848,110,140,30,180
644,-36.81018499881347,-37.42888753795438,140,220,150,210
645,-36.75168275623949,-37.43393252932461,210,130,90,90
646,-36.787504285176084,-37.43393313786797,30,110,90,90
647,-36.765221082192085,-37.384623548630145,310,300,300,270
648,-36.75166849766745,-37.75873425949425,40,320,30,360
649,-36.80975529945235,-37.38462463682481,260,220,300,210
650,-36.8699799856752,-37.42815762324605,140,90,120,60
651,-36.8124497544793,-37.428888751552506,70,190,150,210
652,-36.83897412394285,-37.43393357662197,170,100,150,30
653,-36.82333192709484,-37.4339324003285,190,60,150,30
654,-36.821652516453355,-37.4288698978217,150,260,90,270
655,-36.87846206729438,-37.377414697653194,310,50,300,30
656,-36.714937582080836,-37.377443637410124,330,0,300,30
657,-36.76140008929002,-37.4242690086588,200,210,120,240
658,-36.77371798848705,-37.43392677790678,200,20,150,30
659,-36.74122212689031,-37.37744376987288,340,130,300,30
660,-36.78529144294794,-37.38449016625398,290,190,300,210
661,-36.804925801212875,-37.81719128913335,90,140,30,180
662,-36.80693748009395,-37.433923673209335,200,90,150,30
663,-36.71331026210004,-37.3774382480789,300,350,300,30
664,-36.87297937907934,-37.43393721177364,130,50,150,30
665,-36.72998788701071,-37.42447035162192,0,170,120,240
666,-36.82502363603933,-37.384616818144195,290,280,300,270
667,-36.72213800002697,-37.38459016218604,320,150,300,210
668,-36.823772701156656,-37.42438349027094,120,230,120,240
669,-36.75407476116385,-37.433934841664694,20,20,90,90
670,-36.86674436364308,-37.4339373044445,100,90,90,90
671,-36.76459871801836,-37.428881918622636,0,210,150,210
672,-36.85817091014826,-37.433935033412865,160,60,150,30
673,-36.79528182687511,-37.37738482905965,350,40,300,30
674,-36.80837412635154,-37.42815425361522,30,60,120,60
675,-36.7168680353754,-37.384604490085366,300,320,300,270
676,-36.81022202644431,-37.37741403232803,350,90,300,30
677,-36.70929150095637,-37.43393642715478,240,140,90,90
678,-36.72616801302186,-37.38462715491076,270,170,300,210
679,-36.712307288953184,-37.377318426077835,270,140,300,60
680,-36.80352626829668,-37.428606047337354,60,210,150,210
681,-36.69162148632964,-37.43393542049691,350,350,90,90
682,-36.74460485025767,-37.377438104086764,250,10,300,60
683,-36.75655665735269,-37.428674743763594,0,200,120,270
684,-36.699063079583624,-37.377276663364086,310,340,300,30
685,-36.78898210576375,-37.81720549006744,150,320,210,360
686,-36.81683539504502,-37.38462717611324,340,240,300,210
687,-36.79613802262125,-37.38453207017611,290,290,300,270
688,-36.73612620317607,-37.38462585773482,350,300,300,210
689,-36.81045325489035,-37.428886980783915,100,180,150,210
690,-36.873037012501044,-37.4339170481378,120,90,90,90
691,-36.78284133263273,-37.42874320990566,50,240,150,210
692,-36.82095152787332,-37.42866139773383,100,210,150,210
693,-36.790489411243215,-37.75872246002061,140,160,210,180
694,-36.783482234346536,-37.42888587232147,50,260,90,270
695,-36.71793049709785,-37.38462437472043,350,310,300,210
696,-36.84012876576483,-37.38459697623432,280,270,300,270
697,-36.81339208813145,-37.42888336221634,110,290,90,270
698,-36.7697846658229,-37.43393697891483,60,340,150,30
699,-36.80525739944943,-37.43393511416704,20,70,90,90
700,-36.827783541317956,-37.433932075805416,50,50,150,30
701,-36.88895540078707,-37.37744196576412,310,70,300,60
702,-36.82704201999914,-37.37743571835671,250,70,300,60
703,-36.81706634830388,-37.42888274120335,160,290,90,270
704,-36.79565101905081,-37.42888621747363,150,200,150,210
705,-36.84551999904505,-37.433930117865685,120,110,90,90
706,-36.69704962411012,-37.377442985841896,330,350,300,30
707,-36.81310039359312,-37.433932795901825,150,130,150,30
708,-36.784452036845096,-37.4288851819488,50,270,90,270
709,-36.69686437387796,-37.43391454394313,250,340,150,30
710,-36.81605677160752,-37.42888408899259,160,260,90,270
711,-36.76318396025479,-37.758741144289104,50,320,30,360
712,-36.76007493923808,-37.38462025361841,280,300,300,270
713,-36.80561891644362,-37.43393642423558,10,70,150,30
714,-36.75698814337872,-37.42886110506882,20,190,150,210
715,-36.84946276999099,-37.43393670325406,160,50,150,30
716,-36.72124955777383,-37.81720855306199,350,150,30,180
717,-36.75618647477464,-37.428890901250696,220,290,90,270
718,-36.80958379547869,-37.433926414603235,0,80,90,90
719,-36.76821039198401,-37.428887752374976,30,190,150,210
720,-36.77719287190823,-37.433932318311264,200,120,150,30
721,-36.73456283618111,-37.817203299282994,10,160,30,180
722,-36.74345249838947,-37.42888997624303,210,170,150,210
723,-36.729934776518434,-37.377440508692445,320,140,300,60
724,-36.8902285711512,-37.37738139531615,290,70,300,60
725,-36.81801964346457,-37.42424704609738,140,240,120,240
726,-36.78027075877171,-37.428886827664144,200,270,90,270
727,-36.785161715745915,-37.25997839838888,180,140,120,150
728,-36.812537677150914,-37.42439131085973,80,240,120,240
729,-36.79985198890421,-37.43393695307233,210,50,150,30
730,-36.77866127118199,-37.75872946814431,180,150,210,180
731,-36.76560914759696,-37.42888670014992,210,290,90,270
732,-36.75818129229262,-37.43391082625453,20,130,90,90
733,-36.72582007997735,-37.38460240880596,300,160,300,210
734,-36.87612400963326,-37.38021753823986,310,240,300,240
735,-36.824462712111625,-37.43392476723213,50,90,90,90
736,-36.86386133664496,-37.384625636910414,310,260,300,270
737,-36.7814135128701,-37.81720868786246,110,330,210,360
738,-36.79843683821559,-37.81719986137068,70,150,30,180
739,-36.85159778790259,-37.428283197936,170,70,120,60
740,-36.796194720364866,-37.43388036627928,220,80,150,30
741,-36.826256292104716,-37.4282821804762,190,70,120,60
742,-36.73795324353577,-37.43392883488275,230,120,150,30
743,-36.800620349928835,-37.428888129661175,140,310,150,210
744,-36.831978210701294,-37.43392233397256,50,60,90,90
745,-36.83570072443419,-37.38462535662009,330,230,300,210
746,-36.854188282322525,-37.433932484216086,100,100,90,90
747,-36.78535726637702,-37.42888524315944,180,310,90,270
748,-36.78374374780421,-37.42888979415383,190,300,90,270
749,-36.84483393187497,-37.377425862055674,320,40,300,30
750,-36.81160571192794,-37.42887771639522,150,300,90,270
751,-36.76191645801276,-37.428889412668326,200,220,90,270
752,-36.78103299683423,-37.38461672890182,350,270,300,210
753,-36.75553707392956,-37.758730366978654,200,150,210,180
754,-36.85926758647915,-37.384625162204344,320,250,300,270
755,-36.745816904555056,-37.43388030359117,40,340,150,30
756,-36.82691433073535,-37.428734248518225,120,270,90,270
757,-36.72635107037138,-37.81719355005558,0,150,30,180
758,-36.802249091129994,-37.43393625976151,20,60,150,30
759,-36.830194565477,-37.384607111409935,270,220,300,210
760,-36.79751574190999,-37.4339121122311,60,10,90,90
761,-36.8294276298727,-37.377437900838146,340,50,300,30
762,-36.69688059993865,-37.37744451683824,260,340,300,60
763,-36.80376813378672,-37.43393416407494,140,10,150,30
764,-36.74861313982137,-37.42888000591506,10,290,150,210
765,-36.870150388537155,-37.38440919268919,300,260,300,270
766,-36.83484087661668,-37.43393547050431,70,100,90,90
767,-36.75784668358128,-37.377425664104805,280,120,300,60
768,-36.72577356549934,-37.81719937106317,0,160,30,180
769,-36.761156521115595,-37.43393755048035,220,110,150,30
770,-36.7786101768213,-37.75874021656199,80,330,30,360
771,-36.78951310454508,-37.81720564388533,140,320,210,360
772,-36.7950728459098,-37.428883698161485,170,240,90,270
773,-36.72676291383968,-37.758732687793014,220,150,210,180
774,-36.775102859494524,-37.75874023996596,70,330,30,360
775,-36.75382724823859,-37.384625063079426,350,290,300,210
776,-36.82030581210918,-37.42888875901846,110,280,90,270
777,-36.82267133507369,-37.377387516792,350,60,300,30
778,-36.779231085546684,-37.42888958095139,40,180,150,210
779,-36.80184365578771,-37.377397919703014,290,20,300,30
780,-36.824710353135686,-37.42888603715889,100,250,90,270
781,-36.862245003982736,-37.433937485854585,160,80,150,30
782,-36.86256206034403,-37.42816961953105,160,70,120,60
783,-36.780833197532104,-37.433934847155314,140,350,150,30
784,-36.86741468156666,-37.43392679806195,110,40,150,30
785,-36.859981543879655,-37.37736178890893,300,90,300,60
786,-36.70605036156533,-37.38462433299438,330,320,300,270
787,-36.81231276438626,-37.37743564955741,350,50,300,30
788,-36.853196402297414,-37.375122887390404,330,80,300,60
789,-36.77911302486362,-37.43393583127465,20,110,90,90
790,-36.81029006839387,-37.424311640459166,130,300,120,240
791,-36.78879320195102,-37.42881184138773,150,180,150,210
792,-36.76930931500519,-37.75874119789924,50,310,30,360
793,-36.82392412537783,-37.43391380790828,60,30,90,90
794,-36.72039655269157,-37.38462402522302,260,170,300,270
795,-36.83382781196528,-37.384493268264606,320,270,300,270
796,-36.72534999564206,-37.817209259556535,220,320,210,360
797,-36.82113369353894,-37.377434375439066,350,80,300,30
798,-36.7586106261179,-37.37744396298288,270,10,300,30
799,-36.773831440955746,-37.433935220233394,10,110,150,30
800,-36.840459235349385,-37.38462461193811,270,260,300,270
801,-36.800320071189645,-37.42888321149715,70,280,90,270
802,-36.77193683191112,-37.7587404878299,60,320,30,360
803,-36.877955802865415,-37.37719053835764,310,80,300,60
804,-36.71984156974764,-37.37742945176274,260,130,300,60
805,-36.718448719516346,-37.38457289170361,290,150,300,210
806,-36.864428468733536,-37.42842668338042,80,50,120,60
807,-36.73123218599696,-37.38461746115661,250,180,300,270
808,-36.76578856184463,-37.352402837699174,240,280,240,270
809,-36.80990959559432,-37.42887671556957,160,250,90,270
810,-36.70415068869025,-37.428869512186935,250,320,90,270
811,-36.81866951226897,-37.42441723440314,80,200,120,240
812,-36.77021991734324,-37.37737665301279,320,120,300,60
813,-36.761038870922874,-37.43392660055355,200,10,150,30
814,-36.76787216782259,-37.384618972139975,270,190,300,210
815,-36.769146294349724,-37.3846243066026,350,280,300,210
816,-36.74899496764792,-37.42888535505958,20,170,150,210
817,-36.77849656544072,-37.42888343361082,180,220,150,210
818,-36.789083090542164,-37.4339372205329,240,90,150,30
819,-36.82599659650259,-37.43393270638151,100,120,90,90
820,-36.8029986134359,-37.42888842341088,150,220,150,210
821,-36.763868308354375,-37.433937413844916,50,350,150,30
822,-36.72738288629654,-37.384626061085754,270,310,300,270
823,-36.81702941663943,-37.42816534800821,110,10,120,60
824,-36.82653794357279,-37.42417709104424,120,240,120,240
825,-36.82031307517505,-37.428885064950435,160,270,90,270
826,-36.79440079748653,-37.43392469172565,180,130,90,90
827,-36.80492746095092,-37.75872791460736,120,140,210,180
828,-36.776306642773335,-37.42888989732347,40,170,150,210
829,-36.85952338135243,-37.37741670982396,330,60,300,30
830,-36.803728439998594,-37.3846005582391,250,240,300,270
831,-36.865217717571426,-37.43392744787778,120,40,150,30
832,-36.72071388961206,-37.38462725478661,340,310,300,210
833,-36.7514084164047,-37.43393512779451,240,110,150,30
834,-36.79322907102846,-37.425098176575176,60,250,120,240
835,-36.85249511334155,-37.43392681078436,110,30,150,30
836,-36.81881393582756,-37.43393506685479,40,80,90,90
837,-36.69015201078744,-37.38461378483484,340,330,300,210
838,-36.80954448541013,-37.4339367587759,160,130,90,90
839,-36.8006307186846,-37.43393671105028,230,50,90,90
840,-36.82838650736463,-37.377442564797065,310,30,300,30
841,-36.82312646919158,-37.37743369747838,340,90,300,30
842,-36.80490855108587,-37.43392852118035,180,30,150,30
843,-36.7821721787262,-37.428888339265455,170,190,150,210
844,-36.78223296633098,-37.43392816963208,90,340,90,90
845,-36.78604892447427,-37.377440734687895,340,30,300,30
846,-36.83479476992932,-37.43393581328948,180,90,150,30
847,-36.76052134451106,-37.377442686460284,340,120,300,30
848,-36.80143454916268,-37.42886562155803,80,290,90,270
849,-36.82596634330241,-37.42458554063239,140,280,120,240
850,-36.85473927259531,-37.43393230341354,150,100,150,30
851,-36.768406562274265,-37.4339342747746,180,0,150,30
852,-36.82796914277412,-37.43393319187916,170,110,150,30
853,-36.735519864894826,-37.38460771527647,320,170,300,210
854,-36.83592702835395,-37.38455075580612,310,210,300,210
855,-36.783794348567426,-37.43365493801227,20,40,120,60
856,-36.747146710932384,-37.35261408430861,0,190,30,210
857,-36.75666435690928,-37.384620121843284,260,190,300,210
858,-36.709243506684174,-37.377438244800146,310,350,300,30
859,-36.8371838217285,-37.433936169085854,160,40,150,30
860,-36.86996790180078,-37.43390227980328,90,80,90,90
861,-36.71331938145207,-37.3773926091433,280,350,300,30
862,-36.87806692278741,-37.384626706974956,290,250,300,270
863,-36.801462396321114,-37.42888666686059,130,190,150,210
864,-36.84740730306734,-37.38462520698903,280,220,300,210
865,-36.81271088498505,-37.42888624066191,90,180,150,210
866,-36.811224915796544,-37.38460685054568,310,200,300,210
867,-36.76660646466351,-37.4241433967357,30,270,120,240
868,-36.73346336596825,-37.384622781094436,280,310,300,270
869,-36.7877660075612,-37.4281805195142,80,350,120,60
870,-36.75835476459463,-37.37738125250385,340,20,300,30
871,-36.783200327786005,-37.43393263341608,70,350,150,30
872,-36.75683689469062,-37.42889143074612,10,280,150,210
873,-36.78138305928607,-37.42889131676836,40,200,150,210
874,-36.76593525151341,-37.38449589951759,290,300,300,270
875,-36.73945386294503,-37.377439150068824,260,120,300,60
876,-36.80977575837866,-37.42888229349626,100,290,90,270
877,-36.76166156222263,-37.42850258678385,20,270,150,210
878,-36.80167632657185,-37.428880136693806,120,180,150,210
879,-36.79845005670819,-37.43393326924368,20,90,90,90
880,-36.83918674581824,-37.428408934291355,180,70,120,60
881,-36.8221498834387,-37.4288786998936,100,220,150,210
882,-36.77555158472066,-37.43393564738034,220,30,90,90
883,-36.87271923755907,-37.43393540954406,130,90,90,90
884,-36.837637253517926,-37.38438208662981,290,210,300,210
885,-36.79754002313015,-37.377132881425865,320,110,300,60
886,-36.790983790184896,-37.43393737800346,50,130,150,30
887,-36.713140136894566,-37.43392494810209,230,350,150,30
888,-36.76751189549168,-37.38462610375933,330,190,300,210
889,-36.79804443046095,-37.433929098678675,150,10,150,30
890,-36.80303515245316,-37.81720621889528,80,160,30,180
891,-36.763852516951545,-37.42883204530824,30,240,150,210
892,-36.760613735050725,-37.37743471030484,310,10,300,30
893,-36.84343729359418,-37.433931561875966,110,110,90,90
894,-36.790062092508435,-37.428883271511125,70,300,90,270
895,-36.7766047571601,-37.42888793514342,200,260,150,210
896,-36.88135006373764,-37.377436892847044,300,80,300,60
897,-36.80934024768666,-37.433935522310094,0,60,90,90
898,-36.70543164835544,-37.75872259664993,0,320,30,360
899,-36.82244606264629,-37.43393006122099,160,30,150,30
900,-36.88018414749405,-37.4339361750427,110,80,90,90
901,-36.8797786424156,-37.38045767144553,290,240,300,240
902,-36.86674680441007,-37.43393254097464,100,40,150,30
903,-36.794681213457835,-37.38461938887892,310,290,300,270
904,-36.775235078060916,-37.384621907399975,340,200,300,210
905,-36.816528443481275,-37.43393464001471,50,100,90,90
906,-36.8164661765945,-37.42888620219111,80,220,150,210
907,-36.731168339022446,-37.37744391783397,270,0,300,30
908,-36.78662486862774,-37.43392205941228,200,30,150,30
909,-36.80204564570124,-37.42887816643753,60,180,150,210
910,-36.77853039908328,-37.43393126504412,180,10,150,30
911,-36.75014422465037,-37.38011347481333,350,190,300,240
912,-36.87659522369458,-37.43393624721054,100,50,150,30
913,-36.78234504959667,-37.81720652525368,170,320,210,360
914,-36.884791220346585,-37.433930740506696,110,70,90,90
915,-36.77361372751966,-37.42430367951346,40,260,120,240
916,-36.786534499147535,-37.43393548449279,120,350,150,30
917,-36.841727765747436,-37.42822177659846,60,50,120,60
918,-36.75088031237763,-37.817196754307304,20,140,30,180
919,-36.72672751847267,-37.38462329416066,350,170,300,210
920,-36.83177332960946,-37.43393310103136,120,20,150,30
921,-36.8044734654292,-37.42888762480743,110,300,90,270
922,-36.78211675399896,-37.433934859907396,190,130,90,90
923,-36.77272694427583,-37.43393319597217,0,110,90,90
924,-36.87096649284882,-37.433936084407776,110,90,90,90
925,-36.82022729482614,-37.3846256177676,260,260,300,270
926,-36.796571377818736,-37.42876146709409,140,190,150,210
927,-36.79688228958943,-37.4288857982132,130,180,150,210
928,-36.786316066914594,-37.384620355704016,320,290,300,270
929,-36.86106489289645,-37.375155092624794,330,70,300,60
930,-36.81589326325354,-37.428240874871676,120,130,120,60
931,-36.78428859736209,-37.433933152809715,50,10,90,90
932,-36.79937125240019,-37.42887552503936,130,310,150,210
933,-36.72542395761002,-37.433936278729874,230,130,150,30
934,-36.76691397387995,-37.38462651899431,260,290,300,270
935,-36.87193876120406,-37.43392850583621,90,50,150,30
936,-36.78859978788702,-37.4288876578897,50,170,150,210
937,-36.7965697280911,-37.42887980582469,60,230,150,210
938,-36.80635722809703,-37.433935603798915,40,100,90,90
939,-36.805376420539176,-37.42887354826021,100,170,90,270
940,-36.709789294182144,-37.424183665747364,240,160,120,240
941,-36.8202335032812,-37.428886380045356,150,290,90,270
942,-36.827173621065754,-37.42888955938477,140,270,90,270
943,-36.822079450652325,-37.428867125102954,110,220,150,210
944,-36.7833566671103,-37.758733279453054,90,320,30,360
945,-36.82803215572039,-37.43393251568787,180,50,150,30
946,-36.80016561033517,-37.428849150735545,60,220,150,210
947,-36.844825982580346,-37.37744210418799,280,90,300,60
948,-36.73839027044207,-37.428886321111264,230,300,90,270
949,-36.73218083121682,-37.81720462333743,0,140,30,180
950,-36.848299822646595,-37.3774378392238,330,50,300,30
951,-36.78722121425159,-37.4288499053163,80,310,90,270
952,-36.840374856872046,-37.37743082928253,340,60,300,30
953,-36.85340168211013,-37.43392831198949,80,90,90,90
954,-36.776554260738436,-37.428888942934265,240,270,90,270
955,-36.769782283409086,-37.42414863275212,190,220,120,240
956,-36.70328471454533,-37.37737846240793,320,350,300,30
957,-36.858844587114135,-37.433911264259734,140,100,150,30
958,-36.84480263260926,-37.43393033014425,70,90,90,90
959,-36.713989076775306,-37.43382500960203,10,0,90,90
960,-36.78246845180402,-37.43393784880081,100,340,90,90
961,-36.735412881733424,-37.377392680531045,280,0,300,30
962,-36.734824313714626,-37.75873649350697,20,310,30,360
963,-36.8201336237459,-37.428887068102085,120,220,150,210
964,-36.84269432782622,-37.37744373829372,340,70,300,30
965,-36.80332348817757,-37.81720541030995,90,160,30,180
966,-36.86318619253498,-37.377255712789434,290,40,300,30
967,-36.737263178253954,-37.38018061710207,260,180,300,240
968,-36.86708300092931,-37.43393650492985,80,70,90,90
969,-36.80762323115215,-37.428889908504345,120,300,90,270
970,-36.87746073946582,-37.377438101121015,320,70,300,60
971,-36.79825494225449,-37.81720983062024,120,150,30,180
972,-36.827838789992086,-37.42865538125258,110,250,120,270
973,-36.793883428857214,-37.4285523960647,60,270,120,270
974,-36.733847082796814,-37.43393648190727,250,120,150,30
975,-36.77655812662633,-37.42888872192458,40,220,90,270
976,-36.79405703262586,-37.428887660367565,50,200,150,210
977,-36.83504374987791,-37.377382118416136,290,30,300,30
978,-36.78002191580961,-37.8172084063992,150,330,210,360
979,-36.75749596830488,-37.43393594385677,40,0,90,90
980,-36.80186747605924,-37.428889102904094,110,170,90,270
981,-36.70859198462722,-37.38462520908914,270,320,300,270
982,-36.802996439851825,-37.42888476180218,70,260,90,270
983,-36.740396893109306,-37.43393464035981,350,130,150,30
984,-36.8740692527991,-37.37744076916556,280,50,300,30
985,-36.75523439453585,-37.42825461957668,250,110,120,60
986,-36.74432658064279,-37.43386449034878,0,20,90,90
987,-36.74502107221315,-37.4339345889195,220,10,150,30
988,-36.87521057092522,-37.433936581035624,140,60,150,30
989,-36.82398288153638,-37.42865818965461,100,260,120,270
990,-36.7751642293488,-37.758733160803274,180,160,210,180
