,energy,torsion_0,torsion_1
8,-46.443523837619836,179.03709849155265,79.31453327324505
15,-46.44352366418147,179.03709849155265,79.31453327324505
14,-46.434216744027,296.8296378766701,49.9597541703032
19,-46.434161963370826,59.45856502422728,201.02854397644398
17,-46.43399960344996,59.45856502422728,201.1855579999923
16,-46.433999468860094,59.45856502422728,201.1855579999923
24,-46.43399925777149,59.45856502422728,201.1855579999923
6,-46.433314229141644,296.8296378766701,172.86435499038683
1,-46.42912150541301,269.61473069277986,201.02854397644398
9,-46.428173336120864,266.95346546065554,201.02854397644398
10,-46.42802284284326,266.95337269450965,201.1855579999923
12,-46.42779315781783,179.2867645746905,172.86435499038683
22,-46.42722004821579,180.0,201.1855579999923
25,-46.42719018278919,179.03709849155265,172.3139928276389
0,-46.42690303863097,207.52539058565415,172.3139928276389
20,-46.42278900519014,30.0,201.1855579999923
7,-46.420499267275744,240.0,172.86435499038683
5,-46.41463739311135,266.95337269450965,300.0
4,-46.412366712905424,266.95346546065554,20.885912126240093
21,-46.41236647580237,266.95337269450965,20.885751743953723
11,-46.41199994729422,270.0,20.885912126240093
26,-46.40799541120239,88.91092386719659,201.1855579999923
13,-46.407803106902094,60.0,79.31453327324505
29,-46.40779963013844,60.0,50.90354860591837
3,-46.40479594151864,179.03709849155265,20.885751743953723
27,-46.404630675097536,330.0,50.90354860591837
28,-46.39633816348615,90.0,60.0
18,-46.38656486286774,120.0,79.31453327324505
2,-46.38258826898911,296.8296378766701,0.0
23,-46.37058009047641,90.0,120.0
