,energy,torsion_0,torsion_1
20,-46.44537640719247,199.7717623108441,79.31443700970023
14,-46.443523989316844,179.037142581064,79.31443700970023
23,-46.44237704196351,59.785943323681536,183.42180209221462
18,-46.44086173876022,59.785943323681536,192.15340816351218
2,-46.44086159095386,59.785943323681536,192.15340816351218
29,-46.440806479420786,60.0,192.16395322256577
28,-46.4402025273678,62.06673738499106,192.16395322256577
21,-46.440085973397316,62.396735114629614,192.16395322256577
27,-46.440036153130535,62.54745655149818,192.15340816351218
12,-46.435734763653016,199.77193281218348,183.42180209221462
24,-46.435734670815435,199.77193281218348,183.42180209221462
10,-46.435734654827314,199.77193281218348,183.42180209221462
15,-46.43363839960236,199.7717623108441,30.56890243021138
13,-46.43363837463144,199.7717623108441,30.56890243021138
9,-46.433638339923306,199.7717623108441,30.56890243021138
11,-46.43317549273948,177.91031057581216,183.1618757213851
8,-46.43309858851299,62.06673738499106,201.19417993797083
17,-46.432695006734804,199.77193281218348,30.0
25,-46.4325347415527,177.91031057581216,192.16395322256577
5,-46.428414630336846,199.77193281218348,201.19417993797083
0,-46.427401367912324,177.91031057581216,90.0
4,-46.42621450602152,177.91031057581216,201.19417993797083
7,-46.42194059418975,62.06673738499106,210.0
26,-46.41584574646467,330.0,183.42180209221462
1,-46.415770128812,330.0,183.1618757213851
6,-46.39778333057254,62.396735114629614,141.6191336567723
3,-46.39759070220552,59.785943323681536,141.61906149981598
19,-46.3888230788547,270.0,141.61906149981598
16,-46.37992278288917,62.06673738499106,30.0
22,-46.375430644447164,30.0,141.6191336567723
