,energy,torsion_0,torsion_1
13,-46.45958988078806,207.44535474794677,60.0
8,-46.42246804863677,60.882004451473776,159.72224029221746
25,-46.42246802061052,60.882004451473776,159.72224029221746
18,-46.42246796879195,60.882004451473776,159.72224029221746
29,-46.422459992559,60.882004451473776,210.0
5,-46.42225877104258,63.882642190312886,159.84635313500985
27,-46.42225867664112,63.882642190312886,159.84635313500985
2,-46.42216586808766,64.31820865445057,159.84635313500985
3,-46.42212118473074,63.88523875875454,159.74234198011547
21,-46.42212097906443,63.88523875875454,159.74234198011547
6,-46.422032376215014,64.31820865445057,159.744878082837
20,-46.42190026097077,63.889487028982,159.5757649781357
19,-46.42189732966588,63.88523875875454,159.5728832458219
14,-46.421808763888436,64.32240384739967,159.5757649781357
10,-46.42180857136461,64.32240384739967,159.5757649781357
9,-46.42103318043135,63.88523875875454,158.92278318760103
23,-46.421006797320814,63.889487028982,210.0
12,-46.42068276769564,64.32240384739967,158.72807657390533
0,-46.41663486341545,300.0,159.744878082837
7,-46.412215544919576,207.44535474794677,159.72224029221746
4,-46.41089453226462,207.44535474794677,158.72807657390533
22,-46.41032599769099,210.0,158.92278318760103
16,-46.40438846168823,235.34992892458192,159.5162302405293
17,-46.40438846168823,235.34992892458192,159.5162302405293
15,-46.40438835964696,235.34992892458192,159.5162302405293
11,-46.38563575279184,178.99159136240866,300.0
26,-46.38028005234386,60.882004451473776,30.0
28,-46.37837254221748,120.0,159.744878082837
1,-46.378238590255734,0.0,158.72807657390533
24,-46.36534125193029,60.0,300.0
