,energy,torsion_0,torsion_1
15,-46.44109665958072,61.91179459657677,180.0
11,-46.42849221809141,197.68188311885535,90.0
5,-46.42547167631719,240.0,180.0
24,-46.422012567860946,61.911944336184845,210.0
14,-46.419568968954394,61.91179459657677,157.63817495083748
4,-46.41956896268991,61.91179459657677,157.63817495083748
13,-46.41956892578915,61.91179459657677,157.63817495083748
1,-46.41956891749274,61.911794587709956,157.6381746783108
28,-46.41956877581808,61.911944336184845,157.638182323362
8,-46.41956876668135,61.911794587709956,157.63817494075002
12,-46.41602808807423,204.85253890697672,19.614993386360435
19,-46.415813194158915,204.85566852448744,19.4811256451518
0,-46.41581317775828,204.85566852448744,19.4811256451518
2,-46.41581305479011,204.85566852448744,19.4811256451518
10,-46.41578659220565,204.85566852448744,210.0
18,-46.41464913737909,197.68188311885535,19.614993386360435
3,-46.41438566624967,197.68189407046995,19.455447436204874
29,-46.41438554516421,197.6818940705465,19.45544963174591
26,-46.41179234115194,197.68189407046995,157.63817495083748
7,-46.41043044343897,270.0,19.614993386360435
22,-46.39404922369354,197.6818940705465,300.0
21,-46.391704807855916,204.85253890697672,0.0
20,-46.39112124848745,204.85566852448744,330.0
6,-46.38897615743841,197.6818940705465,330.0
17,-46.376503645567794,0.0,157.63817495083748
16,-46.376096602440185,120.0,157.63817494075002
9,-46.36485408970722,61.911944336184845,300.0
25,-46.36326833658589,61.911794587709956,19.4811256451518
27,-46.363229635383476,61.91177654542798,19.455447436204874
23,-46.36322950104463,61.91177654542798,19.455447436204874
