,energy,torsion_0,torsion_1
25,-46.44296628983952,268.5062442268103,51.196192526190885
2,-46.441960661910485,282.87125869319,56.418268794494054
1,-46.43921102411841,285.1499223027113,65.55422965527481
21,-46.435491885499715,48.07091878276738,173.63630879801772
26,-46.433521937991344,69.95982384701965,195.7960673119361
29,-46.43105909412614,52.599998725149646,167.44806543294914
24,-46.424274427114455,259.2363769594039,201.9372593783475
28,-46.41047991150785,96.1528958064549,186.07739976346366
5,-46.40840012883032,208.87659416124117,213.96404474718207
3,-46.40822627137365,326.6133643231074,205.98585118321446
13,-46.407160555281195,52.20790214530206,77.98779437177862
19,-46.402208158159766,6.969440861088827,174.53910139489236
6,-46.400792963476846,51.38474860627083,43.77975198844821
9,-46.399548814520045,152.09370760479538,93.80357559233684
17,-46.396575309981785,82.9916044569861,52.49509082661176
7,-46.3927452696345,210.46186456095205,145.22794574591575
20,-46.389164682874394,63.78139173785172,133.38087395167724
12,-46.37943005501754,239.73683643794635,139.13395196268394
22,-46.37914124962205,151.86361729045834,217.98540487811232
27,-46.378948938912316,220.29848053462592,-87.87533082883702
15,-46.377545352214185,186.45316952376118,238.08122995307474
14,-46.37622717109409,76.49792441389496,231.0324254052759
10,-46.3710072756501,196.56265133656612,247.9413779500517
8,-46.36138188857316,143.99141657250536,126.3097187354934
0,-46.357656781562156,95.92391225081434,227.42107803427606
11,-46.357655737657154,24.87824600834459,107.51936903737288
4,-46.354555474191756,120.47245219781865,134.05682594173385
18,-46.346390693548955,123.6850331238324,29.313491168761715
16,-46.344720204432264,401.0067166507076,7.7075856509649725
23,-46.3300827677119,33.976860141799435,-12.241944981816076
