,energy,torsion_0,torsion_1
10,-46.443631405562,264.7599141464426,59.671361274172725
26,-46.41879861494172,224.7868457612267,169.81937465024532
8,-46.413700854117536,260.0394563013601,161.97533454065788
1,-46.413573055066394,231.35541946837432,166.31319236636057
9,-46.41215931798067,309.49962229798916,160.6088191198115
11,-46.41061926292477,190.22512573243492,215.3676885616403
22,-46.40829676850936,258.81369102003373,295.4231231726267
5,-46.404981435276596,340.3709642162412,176.78365659174943
7,-46.40086422532923,284.6420765685614,14.777877971292028
4,-46.400213733317315,76.80842458321806,216.20323026892294
6,-46.39879281461637,82.37783803369872,82.10615787213423
0,-46.39568437613215,85.42900284818258,53.7304728407823
20,-46.39267571643515,210.9712550949712,108.5737126700268
29,-46.391730931306626,194.18915150237592,114.50337056722067
18,-46.39095832517816,161.04307675690782,106.31208937763104
21,-46.39048180078427,286.37921249081,105.29876325868076
12,-46.388408064934964,255.01573143665635,105.39485278484801
15,-46.38714949781624,450.38608563545165,49.20350204318535
3,-46.38588632778331,187.57951990161226,126.39164444567892
28,-46.38406804526298,357.9223818642222,217.61766162887812
25,-46.37504758686063,255.05328731159346,130.14466369775272
2,-46.37421422476794,215.68353176156336,264.71425486729044
16,-46.37041204357135,214.04550449575112,254.68908715679814
23,-46.367663806987736,26.290379883889955,246.97114045499967
24,-46.366872061487214,135.85847882033778,146.97705015594076
17,-46.36155832641444,115.6382450031407,142.19892257389438
13,-46.35585278008787,129.7198397909891,117.53858397372171
19,-46.35465052220306,330.7241065726602,129.6144692754456
14,-46.342139078695396,153.60286173223318,0.7415005101120187
27,-46.31805366760372,136.27301119612116,-18.04880421449363
