,energy,torsion_0,torsion_1
3,-46.45470717780134,196.63705678115363,46.141270102704205
28,-46.45388357738031,206.58555392937333,45.48654634542639
24,-46.45273054604482,220.26015535007855,49.062147111468725
17,-46.451625298227356,215.46781587031091,45.3119674199323
0,-46.44939794650597,233.37682630664185,53.48234445684286
20,-46.448159960220295,193.14037064119984,41.163538693508805
8,-46.44610892394465,215.88450884223516,40.08156797186392
19,-46.44533801025486,226.22935865410142,42.30649569412574
14,-46.44416623858015,240.5010625244796,46.182587923145164
21,-46.441960875806416,197.18824136438084,36.08606260752259
1,-46.44183016877864,258.3910947760308,47.04815750356105
27,-46.43920207861433,233.27773963649034,38.50439883043555
11,-46.43894068355186,247.76242782210338,41.43899663080771
10,-46.43821037379982,234.3508379719795,37.88381013394986
12,-46.43800470524232,214.24666421505628,33.7039200934492
18,-46.43758714174302,188.9347843810162,35.185487125486546
9,-46.43702616854196,275.56990625406524,42.897073956938904
7,-46.436244119061,225.60799004654885,34.3967375462902
25,-46.43594154402851,247.1531980576264,38.304152197587094
26,-46.43576801169442,278.07171365867157,42.03538298760733
5,-46.43383534848235,248.47048039333944,36.562180325529425
2,-46.43344703149748,245.11394609366562,35.77593996797572
4,-46.43193550981684,182.97615026152792,34.126235025204096
23,-46.4317820713064,299.678201025763,48.93505453278887
16,-46.431552850324266,209.36161615928265,29.086045739843918
13,-46.430310057902574,245.798566343605,33.27502035595993
15,-46.426991591556686,226.80014162240238,28.088470172981324
22,-46.425304287117484,297.178988627458,39.79574432005689
6,-46.42473557694049,264.81740797506495,30.351012616451037
29,-46.41567169579028,284.8750718770067,26.803711807677487
