,energy,torsion_0,torsion_1
12,-46.44920997925462,216.8316531802032,43.17223417394452
16,-46.44714662178998,203.84900419640695,39.35102040626887
17,-46.44714478243347,196.2113618978832,39.81841130528179
8,-46.44703729275173,199.6740118406199,39.36165605108951
23,-46.446733499367525,223.54018893115017,42.830207047701734
27,-46.44631495912185,223.12435957791033,42.2640512830782
6,-46.44575563423612,193.8502101600008,39.24392694724896
2,-46.444610964118084,204.17270886583128,37.494084830106466
14,-46.44459320404579,200.7253493856518,37.5426925775538
25,-46.44353379450567,209.1541515490311,37.007525234000845
13,-46.442997576513704,196.88232078322574,36.81730349837364
29,-46.44263049159585,187.97975379428027,38.7698120556872
26,-46.4418814343766,224.94330815402287,38.714702416519
19,-46.44177640119321,203.3084087154864,35.53173511900438
18,-46.441144726009526,201.0980252363773,35.18504098197182
28,-46.441107644594496,212.15054525106012,35.60070168354503
21,-46.440433668270174,225.25752177395023,37.58263033862547
11,-46.43999335722364,233.37609280558294,39.24582308466012
5,-46.439315408624594,239.84258603194345,40.19178565542795
3,-46.437953891333194,228.02495994377267,36.22204703051256
1,-46.43602142219842,219.30001647982354,33.080037304270284
7,-46.43586505233091,198.84111373820616,32.02143626686923
10,-46.43570932024758,249.98919600865585,38.47808720527416
9,-46.43530120066467,203.25343956062594,31.364139720673492
24,-46.43471349739204,248.08385780761603,37.29983369236627
20,-46.43411613054073,200.04475986931206,30.832941090050454
15,-46.43236779217821,204.71682824720503,29.5203131851803
0,-46.43107505407974,237.2285461609202,32.659342995288156
4,-46.430140123765256,196.25736914148612,28.952620323076633
22,-46.42623778241639,198.06037796008007,26.388575273455587
